name,type,star_rating,review_sum,address,월opening_hours,월last_order_time,화opening_hours,화last_order_time,수opening_hours,수last_order_time,목opening_hours,목last_order_time,금opening_hours,금last_order_time,토opening_hours,토last_order_time,일opening_hours,일last_order_time,contact
사는게꽃같네,바(BAR),0.0,61,서울 마포구 월드컵로 53 지하1층,20:00-28:00,정보 없음,휴무,정보 없음,20:00-28:00,정보 없음,20:00-28:00,정보 없음,20:00-28:00,정보 없음,20:00-28:00,정보 없음,20:00-28:00,정보 없음,0507-1392-8557
교호,와인,0.0,126,서울 마포구 토정로2길 6-9 101호,휴무,정보 없음,16:00-23:00,22:30,16:00-23:00,22:30,16:00-23:00,22:30,16:00-23:00,22:30,12:00-22:00,15:00 - 17:00 브레이크타임,12:00-22:00,정보 없음,0507-1370-4171
교집합,바(BAR),0.0,629,서울 마포구 독막로 14 상록수빌딩 지하1층,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-25:00,정보 없음,0507-1371-8199
라라와 케이,와인,0.0,414,서울 마포구 토정로 28-8 1층 1호,17:00-24:00,22:30,17:00-24:00,22:30,17:00-24:00,22:30,17:00-24:00,22:30,17:00-24:00,22:30,17:00-24:00,22:30,17:00-24:00,22:30,0507-1353-6370
따로집,"전통,민속주점",4.79,404,서울 마포구 독막로 4 2층,휴무,Makgeolli 정기휴무 (매주 월요일),11:30-25:00,Makgeolli 17:00 - 01:00,11:30-25:00,Makgeolli 17:00 - 01:00,11:30-25:00,Makgeolli 17:00 - 01:00,11:30-25:00,Makgeolli 17:00 - 01:00,11:30-25:00,Makgeolli 17:00 - 01:00,11:30-25:00,Makgeolli 정기휴무 (매주 월요일),0507-1325-2455
컴피,와인,0.0,655,서울 마포구 양화로6길 32 2층,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,14:00-24:00,정보 없음,14:00-24:00,정보 없음,0507-1330-4489
서울브루어리 합정,"맥주,호프",4.44,851,서울 마포구 토정로3안길 10,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,13:00-24:00,정보 없음,13:00-24:00,정보 없음,0507-1311-0915
부침개바 지리,"전통,민속주점",4.59,1144,서울 마포구 월드컵로3길 31-5 2층,휴무,정보 없음,휴무,정보 없음,17:00-23:00,22:00,17:00-23:00,22:00,17:00-23:00,22:00,17:00-23:00,22:00,17:00-23:00,정보 없음,02-6396-3646
델리카테슨,와인,4.61,417,서울 마포구 토정로3길 19 1층,11:30-23:00,15:00 - 17:00 브레이크타임,휴무,정보 없음,11:30-23:00,15:00 - 17:00 브레이크타임,11:30-23:00,15:00 - 17:00 브레이크타임,11:30-23:00,15:00 - 17:00 브레이크타임,11:30-23:00,16:00 - 17:00 브레이크타임,11:30-23:00,15:00 - 17:00 브레이크타임,0507-1444-3141
한길비스트로,와인,0.0,400,서울 마포구 독막로 13 A동 2층,17:00-25:00,23:30,17:00-25:00,23:30,17:00-25:00,23:30,17:00-25:00,23:30,17:00-26:00,00:30,12:00-26:00,15:00 - 17:00 브레이크타임,12:00-25:00,23:30,0507-1323-0915
카에루,이자카야,4.63,605,서울 마포구 양화로1길 31 우진빌딩,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,02-325-5103
트릴로지,바(BAR),0.0,35,서울 마포구 희우정로 19 지층,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,0507-1367-0846
네즈,이자카야,4.88,304,서울 마포구 성지길 35 1층 네즈,휴무,정보 없음,휴무,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,16:00-24:00,정보 없음,16:00-24:00,정보 없음,0507-1343-1175
문학살롱 초고,바(BAR),4.43,446,서울 마포구 독막로2길 30,16:00-24:00,23:30,16:00-24:00,23:30,휴무,정보 없음,16:00-24:00,23:30,16:00-24:00,23:30,16:00-24:00,23:30,16:00-24:00,23:30,02-332-7579
오프모먼트,이자카야,0.0,289,서울 마포구 성지길 35 오프모먼트,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-26:00,정보 없음,16:00-26:00,정보 없음,휴무,정보 없음,010-9416-7634
꺼꾸잽이 초장집 합정점,생선회,0.0,265,서울 마포구 양화로6길 38 1층,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,16:00-24:00,정보 없음,0507-1366-9685
히포,요리주점,0.0,61,서울 마포구 동교로8길 5 지층,휴무,정보 없음,휴무,정보 없음,18:00-22:30,21:30,18:00-22:30,21:30,18:00-22:30,21:30,17:30-22:00,21:00,17:30-22:00,정보 없음,010-3220-1015
피공일,와인,0.0,26,서울 마포구 토정로 27 1층,18:00-25:00,정보 없음,휴무,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,0507-1419-3668
철스뮤직,"맥주,호프",0.0,48,서울 마포구 독막로 39 2층,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,휴무,정보 없음,02-322-1247
Little Cave,와인,4.8,169,서울 마포구 독막로4길 9 1층,17:00-24:00,정보 없음,휴무,정보 없음,휴무,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,12:00-24:00,정보 없음,12:00-15:00,정보 없음,0507-1409-2037
믹스쳐,와인,0.0,255,서울 마포구 토정로3안길 18 1층,휴무,정보 없음,17:00-23:00,22:00,17:00-23:00,22:00,17:00-23:00,22:00,17:00-23:00,22:00,12:00-23:00,22:00,12:00-22:00,정보 없음,0507-1360-6475
비앤비,바(BAR),4.41,273,서울 마포구 독막로3길 6 지하,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,02-722-1254
오티디 서울,바(BAR),0.0,123,서울 마포구 토정로3안길 25 1층,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,0507-1498-9016
그럼,요리주점,0.0,18,서울 마포구 월드컵로7길 6 1층,18:00-24:00,23:00,18:00-24:00,23:00,휴무,정보 없음,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,0507-1368-1707
한송이꽃이,요리주점,4.59,354,서울 마포구 양화로6길 72 2층,휴무,정보 없음,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,정보 없음,0507-1320-5202
르파르,와인,4.52,192,서울 마포구 성지길 35 덕양빌딩 1층 르파르,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,휴무,01:30,0507-1428-7887
주문합정,요리주점,0.0,91,서울 마포구 토정로 27-1 성우맨션 1.5층,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,휴무,정보 없음,010-8286-2494
타테이와,이자카야,0.0,24,서울 마포구 월드컵로3길 31-6 201호,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,0507-1390-6163
LP 메모리,"맥주,호프",0.0,51,서울 마포구 월드컵로3길 27 2층,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,휴무,정보 없음,070-7622-4823
오늘와인한잔 합정역점,와인,4.42,820,서울 마포구 독막로3길 6,휴무,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-25:00,정보 없음,0507-1313-2483
논베,이자카야,0.0,40,서울 마포구 월드컵로3길 31-26 1층,18:00-25:00,23:30,정보 없음,정보 없음,18:00-25:00,23:30,18:00-25:00,23:30,18:00-25:00,23:30,18:00-25:00,23:30,18:00-25:00,23:30,0507-1322-3126
리슨,바(BAR),4.69,135,서울 마포구 독막로8길 7 삼성빌딩 1층,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,휴무,정보 없음,02-322-2436
쿠바포차 하바나24시,포장마차,0.0,190,서울 마포구 월드컵로1길 11 2층,16:00-26:00,01:40,16:00-26:00,01:40,16:00-26:00,01:40,16:00-26:00,01:40,16:00-26:00,01:40,16:00-26:00,01:40,휴무,01:40,0507-1333-7118
펍트라이브,"맥주,호프",4.63,146,서울 마포구 독막로3길 7,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,02-323-8440
바람잔,요리주점,4.62,286,서울 마포구 월드컵로1길 40 바람잔,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,정보 없음,정보 없음,0507-1397-0113
브루브루,"맥주,호프",4.47,307,서울 마포구 월드컵로3길 50,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,15:00-23:00,정보 없음,0507-1345-3359
마카로니펑키클럽,바(BAR),0.0,73,서울 마포구 양화로6길 32 통화보다 문자 메세지 주시면 빠르게 회신해 드려요..,19:30-26:00,정보 없음,19:30-26:00,정보 없음,19:30-26:00,정보 없음,19:30-26:00,정보 없음,19:00-28:00,정보 없음,19:00-28:00,정보 없음,19:30-26:00,정보 없음,010-4861-4820
맹금류,요리주점,0.0,32,서울 마포구 토정로 27-1 지1층 101호,18:00-30:00,05:50,18:00-30:00,05:50,18:00-30:00,05:50,18:00-30:00,05:50,18:00-30:00,05:50,18:00-30:00,05:50,18:00-30:00,05:50,0507-1436-5507
블루스 하우스,바(BAR),4.39,66,서울 마포구 동교로 42-1 2층 BLUES HOUSE,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,02-332-2408
도쿠로야,요리주점,0.0,148,서울 마포구 동교로 56-1,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,휴무,01:30,0507-1416-5442
화류 합정점,이자카야,0.0,7,서울 마포구 성지5길 19 1층,휴무,정보 없음,16:00-24:00,23:00,16:00-24:00,23:00,16:00-24:00,23:00,16:00-24:00,23:00,16:00-24:00,23:00,16:00-24:00,정보 없음,0507-1376-8310
고봉이네,요리주점,4.87,87,서울 마포구 포은로 38 1층,18:10-24:00,정보 없음,18:10-24:00,정보 없음,18:10-24:00,정보 없음,18:10-24:00,정보 없음,18:10-24:00,정보 없음,18:10-24:00,정보 없음,휴무,정보 없음,0507-1358-9050
펍프리바다727,"맥주,호프",4.31,152,서울 마포구 양화로6길 38 3F,18:00-24:30,00:00,18:00-24:30,00:00,18:00-24:30,00:00,18:00-24:30,00:00,18:00-26:00,01:30,17:00-26:00,01:30,17:00-23:30,00:00,02-525-0911
마이드링크뮤지엄,요리주점,0.0,144,서울 마포구 성지3길 61 B1F,휴무,정보 없음,17:00-23:00,22:30,17:00-23:00,22:30,17:00-23:00,22:30,17:00-24:00,23:30,17:00-24:00,23:30,휴무,정보 없음,070-8287-1707
만평,"맥주,호프",3.91,117,서울 마포구 토정로 27 (합정동) 2층,휴무,정보 없음,휴무,정보 없음,19:30-25:00,00:30,19:30-25:00,00:30,19:30-26:00,01:30,19:30-26:00,01:30,19:30-25:00,정보 없음,02-0104-7559
Vinyl Music,바(BAR),0.0,10,서울 마포구 토정로 27 2층,휴무,정보 없음,휴무,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,0507-1418-0105
퓨전선술집,이자카야,4.2,184,서울 마포구 월드컵로1길 7,18:30-25:00,정보 없음,18:30-25:00,정보 없음,18:30-25:00,정보 없음,18:30-25:00,정보 없음,18:30-25:00,정보 없음,18:30-25:00,정보 없음,휴무,정보 없음,02-335-4764
생활맥주 합정동점,"맥주,호프",4.2,355,서울 마포구 월드컵로3길 28 1층,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,02-335-5500
마디포차,포장마차,0.0,89,서울 마포구 월드컵로 37 마디포차,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,휴무,정보 없음,0507-1342-6826
럭키스트라이크,바(BAR),0.0,5,서울 마포구 독막로3길 7 1층,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-28:00,정보 없음,19:00-28:00,정보 없음,19:00-26:00,정보 없음,0507-1306-6213
가제트술집 합정본점,"전통,민속주점",4.31,205,서울 마포구 양화진길 5 합정아파트,17:00-25:30,정보 없음,17:00-25:30,정보 없음,17:00-25:30,정보 없음,17:00-25:30,정보 없음,17:00-25:30,정보 없음,17:00-25:30,정보 없음,17:30-24:30,정보 없음,02-336-8865
향락,와인,0.0,50,서울 마포구 양화로6길 38 지하1층,20:00-28:00,03:45,20:00-28:00,03:45,20:00-28:00,03:45,20:00-28:00,03:45,19:00-28:00,03:45,19:00-28:00,03:45,19:00-28:00,03:45,010-2445-5364
시퀀스,바(BAR),0.0,30,서울 마포구 포은로 25 1층,휴무,정보 없음,19:00-25:30,01:00,19:00-25:30,01:00,19:00-25:30,01:00,19:00-27:30,03:00,18:00-27:30,03:00,18:00-24:30,정보 없음,0507-1382-9808
LO.ONE highball,바(BAR),4.35,159,서울 마포구 월드컵로3길 31-30,17:00-24:30,정보 없음,17:00-24:30,정보 없음,17:00-24:30,정보 없음,17:00-24:30,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,18:00-24:00,정보 없음,0507-1440-5153
호수꼬치 홍대합정점,"오뎅,꼬치",4.42,95,서울 마포구 독막로 55 1층,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,0507-1466-5551
펀비어킹 마포 메세나폴리스점,"맥주,호프",4.03,261,서울 마포구 양화로3길 10,16:00-28:00,정보 없음,16:00-28:00,정보 없음,16:00-28:00,정보 없음,16:00-28:00,정보 없음,16:00-28:00,정보 없음,16:00-28:00,정보 없음,16:00-28:00,정보 없음,02-338-8253
펄포즈89,와인,0.0,121,서울 마포구 토정로 27-1 1층,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,휴무,정보 없음,0507-1377-0327
투다리 합정점,"오뎅,꼬치",4.23,224,서울 마포구 월드컵로1길 5,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-333-9725
오스테리아칠,와인,0.0,114,서울 마포구 성지3길 19 102호,16:00-24:00,정보 없음,16:00-24:00,정보 없음,휴무,정보 없음,16:00-24:00,정보 없음,16:00-24:00,정보 없음,16:00-24:00,정보 없음,16:00-24:00,정보 없음,0507-1405-1831
서울무지개호프합정점,"맥주,호프",4.8,32,서울 마포구 포은로2가길 65,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
자색휴일,요리주점,4.54,84,서울 마포구 양화로6길 32 1층,휴무,정보 없음,18:30-24:00,정보 없음,18:30-24:00,정보 없음,18:30-24:00,정보 없음,18:30-26:00,정보 없음,18:30-26:00,정보 없음,18:00-24:00,정보 없음,02-6813-9851
대박노가리,"맥주,호프",4.01,130,서울 마포구 월드컵로1길 45,17:30-25:00,정보 없음,17:30-25:00,정보 없음,17:30-25:00,정보 없음,17:30-25:00,정보 없음,17:30-25:00,정보 없음,정보없음,정보 없음,휴무,정보 없음,070-8238-6160
두놈포차,포장마차,0.0,2,서울 마포구 양화로6길 18 B동 2층,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,0507-1359-2021
달의다락,"맥주,호프",4.68,507,서울 마포구 독막로5길 8,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,02-1232-1234
Vineworks Korea,와인,0.0,23,서울 마포구 독막로8길 6 7층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-2038-2220
시샤스테이,바(BAR),0.0,28,서울 마포구 포은로 48 2층 202호,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,0507-1376-4668
포차 프리,포장마차,4.43,109,서울 마포구 양화로3길 37-1 2층,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,휴무,정보 없음,0507-1413-0928
바울프,술집,4.48,79,서울 마포구 독막로 31-3 1층,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,휴무,정보 없음,010-5219-5453
Non mainstreamers,바(BAR),0.0,23,서울 마포구 포은로 54,휴무,정보 없음,20:00-25:00,00:30,20:00-25:00,00:30,20:00-25:00,00:30,20:00-25:00,00:30,20:00-25:00,00:30,휴무,정보 없음,0507-1339-9607
루퍼 라운지,바(BAR),0.0,21,서울 마포구 토정로3안길 28 1층,13:00-24:00,정보 없음,13:00-24:00,정보 없음,13:00-24:00,정보 없음,13:00-24:00,정보 없음,13:00-24:00,정보 없음,휴무,정보 없음,휴무,정보 없음,0507-1416-0527
인디고 바,바(BAR),0.0,30,서울 마포구 독막로8길 3 삼성3빌딩 B1,20:00-26:00,정보 없음,20:00-26:00,정보 없음,20:00-26:00,정보 없음,20:00-26:00,정보 없음,20:00-26:00,정보 없음,휴무,정보 없음,휴무,정보 없음,02-322-4138
오비베어 합정점,"맥주,호프",4.36,226,서울 마포구 월드컵로3길 35,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,010-7631-7417
DAWN,바(BAR),0.0,34,서울 마포구 양화로1길 25 지층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,010-2307-9493
빙하,요리주점,0.0,6,서울 마포구 포은로 11 1층 104호,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1411-0806
샹젤리제,와인,4.9,126,서울 마포구 독막로 55 1동,12:00-22:00,정보 없음,12:00-22:00,정보 없음,12:00-22:00,정보 없음,12:00-22:00,정보 없음,12:00-22:00,정보 없음,12:00-22:00,정보 없음,휴무,정보 없음,0507-1489-2084
도화몽,요리주점,0.0,7,서울 마포구 독막로 53 1층 101호,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,02-324-1331
루나,요리주점,0.0,98,서울 마포구 양화로6길 90 2층,휴무,정보 없음,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-25:00,정보 없음,0507-1322-9924
구름공방 합정역점,"맥주,호프",4.52,230,서울 마포구 독막로3길 8 2층,15:00-27:00,정보 없음,15:00-27:00,정보 없음,15:00-27:00,정보 없음,15:00-27:00,정보 없음,15:00-27:00,정보 없음,15:00-27:00,정보 없음,15:00-27:00,정보 없음,02-335-4679
포차 5 3 0,"맥주,호프",4.43,75,서울 마포구 양화로6길 10 2층,17:00-23:50,23:20,17:00-23:50,23:20,17:00-23:50,23:20,17:00-23:50,23:20,17:00-23:50,23:20,17:00-23:00,22:30,17:00-23:00,23:20,070-8780-3018
오드키치맨션,바(BAR),0.0,20,서울 마포구 독막로3길 8 지하1층,19:30-26:00,정보 없음,19:30-26:00,정보 없음,19:30-26:00,정보 없음,19:30-26:00,정보 없음,19:30-27:00,정보 없음,19:30-27:00,정보 없음,19:30-26:00,정보 없음,0507-1423-1935
카우카우펍 합정점,"맥주,호프",4.51,141,서울 마포구 독막로 10,15:00-29:00,정보 없음,15:00-29:00,정보 없음,15:00-29:00,정보 없음,15:00-29:00,정보 없음,15:00-29:00,정보 없음,15:00-29:00,정보 없음,15:00-29:00,정보 없음,02-325-5353
오쿠보이자카야,이자카야,0.0,43,서울 마포구 월드컵로3길 31-8 1.5층 오쿠보이자카야,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1380-3555
번가,유흥주점,0.0,6,서울 마포구 성지3길 69 지하1층,19:00-21:00,정보 없음,19:00-21:00,정보 없음,19:00-21:00,정보 없음,19:00-21:00,정보 없음,19:00-21:00,정보 없음,19:00-21:00,정보 없음,19:00-21:00,정보 없음,0507-1353-1631
삐친노가리,"맥주,호프",4.33,66,서울 마포구 독막로 55,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-333-8292
인,이자카야,0.0,18,서울 마포구 포은로 39 1층 빨간지붕 펍자까야”인”,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,0507-1414-0050
바다와농부,요리주점,3.91,57,서울 마포구 월드컵로3길 31-4,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
OB베어,술집,4.51,111,서울 마포구 월드컵로3길 35,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
노가리의숲,"맥주,호프",0.0,4,서울 마포구 월드컵로1길 48,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
offmoment,이자카야,0.0,11,서울 마포구 성지길 35,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
샤이닝스타,바(BAR),0.0,4,서울 마포구 독막로8길 15 1층,10:00-26:00,정보 없음,10:00-26:00,정보 없음,10:00-26:00,정보 없음,10:00-26:00,정보 없음,10:00-26:00,정보 없음,12:00-26:00,정보 없음,12:00-26:00,정보 없음,02-3141-0150
AMERICAN WHISKEY BAR,바(BAR),0.0,9,서울 마포구 포은로 25,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
88 홀리데이,요리주점,4.56,56,서울 마포구 양화로6길 32,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
오마이핀초,와인,0.0,0,서울 마포구 독막로 31-3 1층 101호,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1478-3360
이자카야준꼬,이자카야,0.0,7,서울 마포구 포은로 12 이자카야준꼬,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
한강,술집,0.0,12,서울 마포구 독막로 2,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-334-5633
아초,"맥주,호프",0.0,0,서울 마포구 포은로 25,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-332-4637
전야제,술집,0.0,1,서울 마포구 양화로6길 50,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
바샤인II,바(BAR),0.0,0,서울 마포구 월드컵로3길 31-6,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
에너지,요리주점,0.0,16,서울 마포구 포은로 43-1 에너지,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
줍,술집,0.0,6,서울 마포구 포은로 40,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
에드워드포차,포장마차,0.0,2,서울 마포구 독막로 31-3 합정동K빌딩,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-6378-6545
