name,type,star_rating,review_sum,address,월opening_hours,월last_order_time,화opening_hours,화last_order_time,수opening_hours,수last_order_time,목opening_hours,목last_order_time,금opening_hours,금last_order_time,토opening_hours,토last_order_time,일opening_hours,일last_order_time,contact
교호,와인,0.0,113,서울 마포구 토정로2길 6-9 101호,휴무,정보 없음,16:00-23:00,22:30,16:00-23:00,22:30,16:00-23:00,22:30,16:00-23:00,22:30,12:00-22:00,15:00 - 17:00 브레이크타임,12:00-22:00,정보 없음,0507-1370-4171
교집합,바(BAR),0.0,533,서울 마포구 독막로 14 상록수빌딩 지하1층,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-25:00,정보 없음,0507-1371-8199
라라와 케이,와인,0.0,362,서울 마포구 토정로 28-8 1층 1호,17:00-24:00,22:30,17:00-24:00,22:30,17:00-24:00,22:30,17:00-24:00,22:30,17:00-24:00,22:30,17:00-24:00,22:30,17:00-24:00,22:30,0507-1353-6370
따로집,"전통,민속주점",4.79,402,서울 마포구 양화진길 6 1층 따로집,휴무,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-26:00,정보 없음,14:00-26:00,정보 없음,14:00-25:00,정보 없음,0507-1325-2455
컴피,와인,4.79,402,서울 마포구 양화로6길 32 2층,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,12:00-24:00,정보 없음,12:00-24:00,정보 없음,0507-1330-4489
서울브루어리 합정,"맥주,호프",4.44,849,서울 마포구 토정로3안길 10,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,13:00-24:00,정보 없음,13:00-24:00,정보 없음,0507-1311-0915
부침개바 지리,"전통,민속주점",4.44,849,서울 마포구 월드컵로3길 31-5 2층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-6396-3646
델리카테슨,와인,4.59,1140,서울 마포구 토정로3길 19 1층,11:30-23:00,15:00 - 17:00 브레이크타임,휴무,정보 없음,11:30-23:00,15:00 - 17:00 브레이크타임,11:30-23:00,15:00 - 17:00 브레이크타임,11:30-23:00,15:00 - 17:00 브레이크타임,11:30-23:00,16:00 - 17:00 브레이크타임,11:30-23:00,15:00 - 17:00 브레이크타임,0507-1444-3141
오프모먼트,이자카야,4.61,407,서울 마포구 성지길 35 오프모먼트,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,010-9416-7634
한길비스트로,와인,0.0,381,서울 마포구 독막로 13 A동 2층,17:00-25:00,23:30,17:00-25:00,23:30,17:00-25:00,23:30,17:00-25:00,23:30,17:00-26:00,00:30,12:00-26:00,15:00 - 17:00 브레이크타임,12:00-25:00,23:30,0507-1323-0915
그럼,요리주점,0.0,18,서울 마포구 월드컵로7길 6 1층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,정보 없음,0507-1368-1707
피공일,와인,0.0,23,서울 마포구 토정로 27 1층,18:00-25:00,정보 없음,휴무,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,0507-1419-3668
네즈,이자카야,4.88,303,서울 마포구 성지길 35 1층 네즈,휴무,정보 없음,휴무,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,16:00-24:00,정보 없음,16:00-24:00,정보 없음,0507-1343-1175
문학살롱 초고,바(BAR),4.88,303,서울 마포구 독막로2길 30,16:00-24:00,23:30,16:00-24:00,23:30,휴무,정보 없음,16:00-24:00,23:30,16:00-24:00,23:30,16:00-24:00,23:30,16:00-24:00,23:30,02-332-7579
르파르,와인,4.43,441,서울 마포구 성지길 35 덕양빌딩 1층 르파르,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,휴무,01:30,0507-1428-7887
카에루,이자카야,4.52,192,서울 마포구 양화로1길 31 우진빌딩,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,02-325-5103
주문합정,요리주점,4.63,603,서울 마포구 토정로 27-1 성우맨션 1.5층,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,휴무,정보 없음,010-8286-2494
히포,요리주점,0.0,60,서울 마포구 동교로8길 5 지층,휴무,정보 없음,18:00-22:30,21:30,18:00-22:30,21:30,18:00-22:30,21:30,18:00-22:30,21:30,17:30-22:00,21:00,휴무,정보 없음,010-3220-1015
오티디 서울,바(BAR),0.0,122,서울 마포구 토정로3안길 25 1층,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,0507-1498-9016
꺼꾸잽이 초장집 합정점,생선회,0.0,264,서울 마포구 양화로6길 38 1층,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,16:00-24:00,정보 없음,0507-1366-9685
펍트라이브,"맥주,호프",4.63,145,서울 마포구 독막로3길 7,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,02-323-8440
비앤비,바(BAR),4.63,145,서울 마포구 독막로3길 6 지하,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-722-1254
타테이와,이자카야,4.41,273,서울 마포구 월드컵로3길 31-6 201호,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,17:30-24:00,정보 없음,17:30-24:00,정보 없음,17:30-24:00,정보 없음,0507-1390-6163
한송이꽃이,요리주점,4.59,354,서울 마포구 양화로6길 72 2층,휴무,정보 없음,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,정보 없음,0507-1320-5202
믹스쳐,와인,4.59,354,서울 마포구 토정로3안길 18 1층,휴무,정보 없음,17:00-23:00,22:00,17:00-23:00,22:00,17:00-23:00,22:00,17:00-23:00,22:00,12:00-23:00,22:00,12:00-22:00,정보 없음,0507-1360-6475
트릴로지,바(BAR),0.0,30,서울 마포구 희우정로 19 지층,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,0507-1367-0846
논베,이자카야,0.0,36,서울 마포구 월드컵로3길 31-26 1층,18:00-25:00,23:30,정보 없음,정보 없음,18:00-25:00,23:30,18:00-25:00,23:30,18:00-25:00,23:30,18:00-25:00,23:30,18:00-25:00,23:30,0507-1322-3126
리슨,바(BAR),4.69,134,서울 마포구 독막로8길 7 삼성빌딩 1층,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,휴무,정보 없음,02-322-2436
LP 메모리,"맥주,호프",4.69,134,서울 마포구 월드컵로3길 27 2층,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,휴무,정보 없음,070-7622-4823
맹금류,요리주점,0.0,32,서울 마포구 토정로 27-1 지1층 101호,18:00-30:00,05:50,18:00-30:00,05:50,18:00-30:00,05:50,18:00-30:00,05:50,18:00-30:00,05:50,18:00-30:00,05:50,휴무,05:50,0507-1436-5507
브루브루,"맥주,호프",4.47,307,서울 마포구 월드컵로3길 50,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,15:00-23:00,정보 없음,0507-1345-3359
바람잔,요리주점,4.47,307,서울 마포구 월드컵로1길 40 바람잔,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,0507-1397-0113
블루스 하우스,바(BAR),4.62,285,서울 마포구 동교로 42-1 2층 BLUES HOUSE,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-332-2408
쿠바포차 하바나24시,포장마차,4.39,66,서울 마포구 월드컵로1길 11 2층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1333-7118
마카로니펑키클럽,바(BAR),0.0,71,서울 마포구 양화로6길 32 통화보다 문자 메세지 주시면 빠르게 회신해 드려요..,19:30-26:00,정보 없음,19:30-26:00,정보 없음,19:30-26:00,정보 없음,19:30-26:00,정보 없음,19:00-28:00,정보 없음,19:00-28:00,정보 없음,19:30-26:00,정보 없음,010-4861-4820
생활맥주 합정동점,"맥주,호프",4.2,353,서울 마포구 월드컵로3길 28 1층,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,02-335-5500
오늘와인한잔 합정역점,와인,4.2,353,서울 마포구 독막로3길 6,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1313-2483
철스뮤직,"맥주,호프",4.42,821,서울 마포구 독막로 39 2층,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,휴무,정보 없음,02-322-1247
퓨전선술집,이자카야,4.2,184,서울 마포구 월드컵로1길 7,18:30-25:00,정보 없음,18:30-25:00,정보 없음,18:30-25:00,정보 없음,18:30-25:00,정보 없음,18:30-25:00,정보 없음,18:30-25:00,정보 없음,휴무,정보 없음,02-335-4764
도쿠로야,요리주점,4.2,184,서울 마포구 동교로 56-1,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,휴무,01:30,0507-1416-5442
펍프리바다727,"맥주,호프",4.31,153,서울 마포구 양화로6길 38 3F,18:00-24:30,00:00,18:00-24:30,00:00,18:00-24:30,00:00,18:00-24:30,00:00,18:00-26:00,01:30,17:00-26:00,01:30,17:00-23:30,00:00,02-525-0911
고봉이네,요리주점,4.31,153,서울 마포구 포은로 38 1층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1358-9050
향락,와인,4.87,88,서울 마포구 양화로6길 38 지하1층,20:00-28:00,03:45,20:00-28:00,03:45,20:00-28:00,03:45,20:00-28:00,03:45,19:00-28:00,03:45,19:00-28:00,03:45,19:00-28:00,03:45,010-2445-5364
Vinyl Music,바(BAR),0.0,10,서울 마포구 토정로 27 2층,휴무,정보 없음,휴무,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,0507-1418-0105
만평,"맥주,호프",3.91,117,서울 마포구 토정로 27 (합정동) 2층,휴무,정보 없음,휴무,정보 없음,19:30-25:00,00:30,19:30-25:00,00:30,19:30-26:00,01:30,19:30-26:00,01:30,19:30-25:00,정보 없음,02-0104-7559
마이드링크뮤지엄,요리주점,3.91,117,서울 마포구 성지3길 61 B1F,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,070-8287-1707
마디포차,포장마차,0.0,87,서울 마포구 월드컵로 37 마디포차,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,휴무,정보 없음,0507-1342-6826
호수꼬치 홍대합정점,"오뎅,꼬치",4.42,95,서울 마포구 독막로 55 1층,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,0507-1466-5551
가제트술집 합정본점,"전통,민속주점",4.42,95,서울 마포구 양화진길 5 합정아파트,17:00-25:30,정보 없음,17:00-25:30,정보 없음,17:00-25:30,정보 없음,17:00-25:30,정보 없음,17:00-25:30,정보 없음,17:00-25:30,정보 없음,17:30-24:30,정보 없음,02-336-8865
펀비어킹 마포 메세나폴리스점,"맥주,호프",4.31,205,서울 마포구 양화로3길 10,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-338-8253
LO.ONE highball,바(BAR),4.03,260,서울 마포구 월드컵로3길 31-30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1440-5153
투다리 합정점,"오뎅,꼬치",4.35,158,서울 마포구 월드컵로1길 5,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-333-9725
펄포즈89,와인,4.23,223,서울 마포구 토정로 27-1 1층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1377-0327
서울무지개호프합정점,"맥주,호프",4.8,31,서울 마포구 포은로2가길 65,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
시퀀스,바(BAR),4.8,31,서울 마포구 포은로 25 1층,휴무,정보 없음,19:00-25:30,01:00,19:00-25:30,01:00,19:00-25:30,01:00,19:00-27:30,03:00,18:00-27:30,03:00,18:00-24:30,정보 없음,0507-1382-9808
오스테리아칠,와인,0.0,114,서울 마포구 성지3길 19 102호,16:00-24:00,정보 없음,16:00-24:00,정보 없음,휴무,정보 없음,16:00-24:00,정보 없음,16:00-24:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1405-1831
럭키스트라이크,바(BAR),0.0,5,서울 마포구 독막로3길 7 1층,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-28:00,정보 없음,19:00-28:00,정보 없음,19:00-26:00,정보 없음,0507-1306-6213
시샤스테이,바(BAR),0.0,27,서울 마포구 포은로 48 2층 202호,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,0507-1376-4668
대박노가리,"맥주,호프",4.01,129,서울 마포구 월드컵로1길 45,17:30-25:00,정보 없음,17:30-25:00,정보 없음,17:30-25:00,정보 없음,17:30-25:00,정보 없음,17:30-25:00,정보 없음,정보없음,정보 없음,휴무,정보 없음,070-8238-6160
자색휴일,요리주점,4.01,129,서울 마포구 양화로6길 32 1층,휴무,정보 없음,18:30-24:00,정보 없음,18:30-24:00,정보 없음,18:30-24:00,정보 없음,18:30-26:00,정보 없음,18:30-26:00,정보 없음,18:00-24:00,정보 없음,02-6813-9851
루퍼 라운지,바(BAR),4.54,84,서울 마포구 토정로3안길 28 1층,13:00-24:00,정보 없음,13:00-24:00,정보 없음,13:00-24:00,정보 없음,13:00-24:00,정보 없음,13:00-24:00,정보 없음,휴무,정보 없음,휴무,정보 없음,0507-1416-0527
달의다락,"맥주,호프",4.68,505,서울 마포구 독막로5길 8,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,02-1232-1234
바울프,술집,4.68,505,서울 마포구 독막로 31-3 1층,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,휴무,정보 없음,010-5219-5453
포차 프리,포장마차,4.48,79,서울 마포구 양화로3길 37-1 2층,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,휴무,정보 없음,0507-1413-0928
Non mainstreamers,바(BAR),4.43,109,서울 마포구 포은로 54,휴무,정보 없음,20:00-25:00,00:30,20:00-25:00,00:30,20:00-25:00,00:30,20:00-25:00,00:30,20:00-25:00,00:30,휴무,정보 없음,0507-1339-9607
Vineworks Korea,와인,0.0,23,서울 마포구 독막로8길 6 7층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-2038-2220
화류 합정점,이자카야,0.0,2,서울 마포구 성지5길 19 1층,휴무,정보 없음,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,정보 없음,0507-1376-8310
구름공방 합정역점,"맥주,호프",4.52,230,서울 마포구 독막로3길 8 2층,15:00-27:00,정보 없음,15:00-27:00,정보 없음,15:00-27:00,정보 없음,15:00-27:00,정보 없음,15:00-27:00,정보 없음,15:00-27:00,정보 없음,15:00-27:00,정보 없음,02-335-4679
도화몽,요리주점,4.52,230,서울 마포구 독막로 53 1층 101호,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,02-324-1331
오비베어 합정점,"맥주,호프",4.36,226,서울 마포구 월드컵로3길 35,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,010-7631-7417
포차 5 3 0,"맥주,호프",4.36,226,서울 마포구 양화로6길 10 2층,17:00-23:50,23:20,17:00-23:50,23:20,17:00-23:50,23:20,17:00-23:50,23:20,17:00-23:50,23:20,17:00-23:00,22:30,17:00-23:00,23:20,070-8780-3018
오드키치맨션,바(BAR),4.43,75,서울 마포구 독막로3길 8 지하1층,19:30-26:00,정보 없음,19:30-26:00,정보 없음,19:30-26:00,정보 없음,19:30-26:00,정보 없음,19:30-27:00,정보 없음,19:30-27:00,정보 없음,19:30-26:00,정보 없음,0507-1423-1935
DAWN,바(BAR),0.0,34,서울 마포구 양화로1길 25 지층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,010-2307-9493
루나,요리주점,0.0,98,서울 마포구 양화로6길 90 2층,휴무,정보 없음,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-25:00,정보 없음,0507-1322-9924
샹젤리제,와인,4.9,126,서울 마포구 독막로 55 1동,12:00-22:00,정보 없음,12:00-22:00,정보 없음,12:00-22:00,정보 없음,12:00-22:00,정보 없음,12:00-22:00,정보 없음,12:00-22:00,정보 없음,휴무,정보 없음,0507-1489-2084
카우카우펍 합정점,"맥주,호프",4.9,126,서울 마포구 독막로 10,15:00-29:00,정보 없음,15:00-29:00,정보 없음,15:00-29:00,정보 없음,15:00-29:00,정보 없음,15:00-29:00,정보 없음,15:00-29:00,정보 없음,15:00-29:00,정보 없음,02-325-5353
인디고 바,바(BAR),4.51,141,서울 마포구 독막로8길 3 삼성3빌딩 B1,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-322-4138
오쿠보이자카야,이자카야,0.0,0,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
번가,유흥주점,0.0,6,서울 마포구 성지3길 69 지하1층,19:00-21:00,정보 없음,19:00-21:00,정보 없음,19:00-21:00,정보 없음,19:00-21:00,정보 없음,19:00-21:00,정보 없음,19:00-21:00,정보 없음,19:00-21:00,정보 없음,0507-1353-1631
빙하,요리주점,0.0,0,서울 마포구 포은로 11 1층 104호,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1411-0806
삐친노가리,"맥주,호프",4.33,65,서울 마포구 독막로 55,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-333-8292
인,이자카야,4.33,65,서울 마포구 포은로 39 1층 빨간지붕 펍자까야”인”,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1414-0050
노가리의숲,"맥주,호프",0.0,4,서울 마포구 월드컵로1길 48,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
OB베어,술집,4.51,110,서울 마포구 월드컵로3길 35,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
바다와농부,요리주점,4.51,110,서울 마포구 월드컵로3길 31-4,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
샤이닝스타,바(BAR),3.91,57,서울 마포구 독막로8길 15 1층,10:00-26:00,정보 없음,10:00-26:00,정보 없음,10:00-26:00,정보 없음,10:00-26:00,정보 없음,10:00-26:00,정보 없음,12:00-26:00,정보 없음,12:00-26:00,정보 없음,02-3141-0150
offmoment,이자카야,0.0,10,서울 마포구 성지길 35,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
AMERICAN WHISKEY BAR,바(BAR),0.0,9,서울 마포구 포은로 25,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
88 홀리데이,요리주점,4.56,56,서울 마포구 양화로6길 32,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
오마이핀초,와인,4.56,56,서울 마포구 독막로 31-3 1층 101호,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1478-3360
한강,술집,0.0,12,서울 마포구 독막로 2,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-334-5633
이자카야준꼬,이자카야,0.0,7,서울 마포구 포은로 12 이자카야준꼬,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
아초,"맥주,호프",0.0,0,서울 마포구 포은로 25,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-332-4637
전야제,술집,0.0,1,서울 마포구 양화로6길 50,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
바샤인II,바(BAR),0.0,0,서울 마포구 월드컵로3길 31-6,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
줍,술집,0.0,6,서울 마포구 포은로 40,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
에너지,요리주점,0.0,17,서울 마포구 포은로 43-1 에너지,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
에드워드포차,포장마차,0.0,2,서울 마포구 독막로 31-3 합정동K빌딩,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-6378-6545
워레버유고,요리주점,4.53,17,서울 마포구 양화로6길 32,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
배터리88 홍대점,요리주점,4.53,17,서울 마포구 와우산로19길 6 1층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1487-0883
발리 슈퍼스토어,"맥주,호프",4.4,0,서울 마포구 양화로6길 45 2층,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,13:00-26:00,01:30,13:00-24:00,01:30,02-323-7871
청화접,요리주점,4.36,440,서울 마포구 동교로 268 지하1층 청화접,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-24:00,23:00,0507-1333-6580
