name,type,star_rating,review_sum,address,월opening_hours,월last_order_time,화opening_hours,화last_order_time,수opening_hours,수last_order_time,목opening_hours,목last_order_time,금opening_hours,금last_order_time,토opening_hours,토last_order_time,일opening_hours,일last_order_time,contact
케이브,바(BAR),0.0,4,서울 서대문구 연희맛로 24 2층 201호,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,02-6401-7015
가을,바(BAR),0.0,0,서울 서대문구 연희맛로 7,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,휴무,정보 없음,010-6569-1537
MAGO,와인,0.0,0,서울 서대문구 증가로 13,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,휴무,정보 없음,02-324-2060
상구비어 연희점,"맥주,호프",4.17,62,서울 서대문구 연희로 81-15 2층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-334-3982
와이즐리 더 퀸,바(BAR),0.0,1,서울 서대문구 연희맛로 6 6층,18:00-22:00,정보 없음,18:00-22:00,정보 없음,18:00-22:00,정보 없음,18:00-22:00,정보 없음,18:00-22:00,정보 없음,18:00-22:00,정보 없음,18:00-22:00,정보 없음,0507-1429-7339
JH bar,바(BAR),0.0,0,서울 서대문구 연희로 94 1층 JH Bar,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,휴무,정보 없음,휴무,정보 없음,0507-1352-7947
빅스,요리주점,0.0,8,서울 서대문구 연희맛로 31,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-3144-2606
니퍼클럽,요리주점,0.0,3,서울 서대문구 연희로 81-21 정암빌딩,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-332-5844
마고,와인,0.0,1,서울 서대문구 증가로 13 1층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
WAY,단란주점,0.0,220,서울 서대문구 연희로 151,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-336-8704
쉬즈,요리주점,0.0,2,서울 서대문구 연희맛로 42 쉬즈,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
까스텔로,"맥주,호프",0.0,2,서울 서대문구 연희로 93-7,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-3141-1190
퀸,바(BAR),0.0,5,서울 서대문구 연희맛로 6 6F,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
코코,유흥주점,0.0,1,서울 서대문구 연희맛로 42,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-338-8255
지오,요리주점,0.0,17,서울 서대문구 연희맛로 7 지하1층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
배터리88 홍대점,요리주점,4.4,정보 없음,서울 마포구 와우산로19길 6 1층,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,0507-1487-0883
청화접,요리주점,0.0,정보 없음,서울 마포구 동교로 268 지하1층 청화접,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-24:00,23:00,0507-1333-6580
배터리88 2호점 홍대입구역점,요리주점,0.0,1175,서울 마포구 어울마당로 134 1층,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,0507-1371-9555
맥주왕명주,"맥주,호프",4.73,정보 없음,서울 마포구 어울마당로 147-1 동원빌딩 1층,17:30-28:00,03:30,17:30-28:00,03:30,17:30-28:00,03:30,17:30-28:00,03:30,17:30-28:00,03:30,17:30-28:00,03:30,17:30-28:00,03:30,0507-1332-9305
붉은낙타,요리주점,0.0,449,서울 마포구 잔다리로 20-11 1층 붉은낙타,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-27:00,02:00,17:00-27:00,02:00,17:00-25:00,00:00,070-4833-5965
란콰이진 연남본점,요리주점,4.89,1501,서울 마포구 성미산로29안길 27-6 1층,휴무,정보 없음,정보 없음,정보 없음,17:00-23:30,23:00,17:00-23:30,23:00,17:00-23:30,23:00,16:00-25:00,00:30,16:00-23:30,정보 없음,0507-1439-0774
소주방,요리주점,4.5,988,"서울 마포구 동교로 266-12 1층,2층",17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-26:00,정보 없음,16:00-26:00,정보 없음,17:00-24:00,정보 없음,0507-1351-0896
꼬요식당,요리주점,4.83,769,서울 마포구 동교로 275-1 꼬요식당,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-25:00,00:00,0507-1410-8917
산울림1992,요리주점,4.45,1428,서울 마포구 서강로9길 60 산울림1992,휴무,정보 없음,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-25:00,00:00,17:00-25:00,00:00,15:00-23:00,정보 없음,0507-1417-0352
화담,요리주점,0.0,853,서울 마포구 성미산로 149-8 1층 화담,17:00-24:00,22:30,17:00-24:00,15:00 - 17:00 브레이크타임,17:00-24:00,15:00 - 17:00 브레이크타임,17:00-24:00,15:00 - 17:00 브레이크타임,17:00-24:00,15:00 - 17:00 브레이크타임,17:00-24:00,15:00 - 17:00 브레이크타임,17:00-24:00,22:30,0507-1407-9076
쿠시노주방,이자카야,4.39,1410,서울 마포구 동교로 218-1 지하1층 쿠시노주방,16:00-25:00,23:30,16:00-25:00,23:30,16:00-25:00,23:30,16:00-25:00,23:30,16:00-26:00,00:30,15:00-26:00,00:30,16:00-25:00,23:30,010-7245-0503
술로름,요리주점,0.0,135,서울 마포구 양화로21길 33 B1,16:00-25:00,00:00,16:00-25:00,00:00,16:00-25:00,00:00,16:00-25:00,00:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-25:00,00:00,0507-1397-3412
요코쵸,이자카야,4.5,1442,서울 마포구 성미산로 161-15 1층,17:00-23:50,22:50,17:00-23:50,22:50,17:00-23:50,22:50,17:00-23:50,22:50,17:00-23:50,22:50,17:00-23:50,22:50,17:00-23:50,22:50,02-324-8875
전주상회,요리주점,4.46,754,서울 마포구 성미산로 195 106호,17:00-27:00,02:00,17:00-27:00,02:00,17:00-27:00,02:00,17:00-27:00,02:00,17:00-27:00,02:00,17:00-27:00,02:00,17:00-27:00,02:00,0507-1397-9777
연주방,요리주점,4.51,905,서울 마포구 동교로46길 7 주차장 쪽 반지층,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-24:00,정보 없음,010-4346-4026
연술집,요리주점,4.83,613,서울 마포구 연희로1길 36 2층 201호,15:00-24:00,정보 없음,15:00-24:00,정보 없음,15:00-24:00,정보 없음,15:00-24:00,정보 없음,15:00-25:00,정보 없음,15:00-25:00,정보 없음,15:00-24:00,정보 없음,0507-1358-3675
쿠마네꼬치,이자카야,4.44,360,서울 서대문구 연세로9길 22,휴무,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,정보 없음
열정타코,요리주점,4.75,1162,서울 마포구 성미산로29길 42 1층,15:00-23:00,정보 없음,15:00-23:00,정보 없음,15:00-23:00,정보 없음,15:00-23:00,정보 없음,15:00-23:00,정보 없음,15:00-23:00,정보 없음,휴무,정보 없음,0507-1386-1365
무채색,요리주점,0.0,463,서울 마포구 동교로32길 19 3층,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-24:00,23:00,0507-1354-4046
락소울윙,요리주점,4.87,703,서울 마포구 와우산로21길 26 2층,15:00-24:00,23:30,15:00-24:00,23:30,15:00-24:00,23:30,15:00-24:00,23:30,15:00-24:00,23:30,15:00-24:00,23:30,15:00-24:00,23:30,0507-1376-4268
홍콩포차,요리주점,0.0,753,서울 마포구 홍익로3길 44 2층,16:00-30:00,정보 없음,16:00-30:00,정보 없음,16:00-30:00,정보 없음,16:00-30:00,정보 없음,16:00-30:00,정보 없음,16:00-30:00,정보 없음,16:00-30:00,정보 없음,0507-1335-4002
이제,요리주점,0.0,161,서울 마포구 동교로 256-3 미소빌딩 1층,17:00-22:50,21:50,휴무,정보 없음,17:00-22:50,21:50,17:00-22:50,21:50,17:00-23:50,22:50,17:00-23:50,22:50,17:00-22:50,21:50,0507-1414-1599
심야식당 오밤중,요리주점,4.89,367,서울 마포구 포은로2가길 6 1층,정보 없음,정보 없음,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-26:00,01:00,17:00-26:00,01:00,휴무,정보 없음,0507-1412-8824
심야식당 텐조,이자카야,0.0,780,서울 서대문구 거북골로20길 71 1층,휴무,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,02-303-1057
심야식당밤,이자카야,4.79,488,서울 마포구 와우산로29바길 16 반지층 심야식당밤,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,0507-1383-3321
브릭스5221맥주 신촌점,"맥주,호프",4.65,979,서울 서대문구 연세로9길 10-3,휴무,정보 없음,17:00-24:30,00:25,17:00-24:30,00:25,17:00-24:30,00:25,16:00-25:30,01:25,16:00-25:30,01:25,16:00-25:30,정보 없음,0507-1335-7132
조선시대,요리주점,0.0,1511,서울 마포구 홍익로3길 44 지하1층,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,0507-1478-1045
모모,이자카야,4.58,503,서울 마포구 동교로 242-6,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-26:00,정보 없음,0507-1369-9781
계담다,요리주점,4.42,정보 없음,"서울 마포구 동교로38길 33-20 지1층, 1층",12:00-25:00,00:00,12:00-25:00,00:00,12:00-25:00,00:00,12:00-25:00,00:00,12:00-26:00,01:00,12:00-26:00,01:00,12:00-25:00,00:00,0507-1321-1881
가로수포차,요리주점,0.0,319,서울 마포구 잔다리로6길 34-13 가로수포차,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,010-7357-2551
너랑나랑호프,"맥주,호프",4.39,826,서울 마포구 월드컵로 61,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,010-4422-5157
심야식당하스,이자카야,4.45,736,서울 마포구 연희로1길 19,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-25:00,정보 없음,070-8888-0198
비등점,이자카야,0.0,286,서울 마포구 동교로38안길 22 1층,17:00-26:00,01:00,휴무,정보 없음,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,0507-1367-3488
금호동매운닭발,요리주점,0.0,652,서울 마포구 와우산로29바길 11-3 지하1층 금호동매운닭발,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,휴무,01:00,0507-1461-7630
시실리,요리주점,0.0,330,서울 마포구 성미산로 198,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-27:00,정보 없음,0507-1309-8117
디퍼 루프탑,"맥주,호프",4.49,887,서울 마포구 와우산로38길 4 2층,15:00-25:00,00:00,15:00-25:00,00:00,15:00-25:00,00:00,15:00-25:00,00:00,15:00-26:00,01:00,12:00-26:00,01:00,12:00-24:00,00:00,0507-1391-0321
슈퍼룸방구,포장마차,0.0,434,서울 마포구 와우산로21길 31 2층,00:00-24:00,09:00 - 16:00 브레이크타임,00:00-24:00,09:00 - 16:00 브레이크타임,00:00-24:00,09:00 - 16:00 브레이크타임,00:00-24:00,09:00 - 16:00 브레이크타임,00:00-24:00,09:00 - 16:00 브레이크타임,00:00-24:00,09:00 - 16:00 브레이크타임,00:00-24:00,09:00 - 16:00 브레이크타임,010-4269-3461
네코노키친,이자카야,4.65,795,서울 서대문구 거북골로 33-4 지층 네코노키친,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,0507-1333-1157
쏘슐랭,요리주점,4.73,760,서울 마포구 동교로46길 9 상가1층,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,0507-1397-8483
주섬주섬,요리주점,4.74,598,서울 마포구 와우산로21길 36-12,휴무,정보 없음,16:00-23:00,정보 없음,16:00-23:00,정보 없음,16:00-23:00,정보 없음,16:00-24:00,정보 없음,16:00-24:00,정보 없음,16:00-23:00,정보 없음,0507-1325-5230
쿠시파파,이자카야,4.63,458,서울 마포구 동교로 256-4 지층 쿠시파파,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-25:00,정보 없음,0507-1323-3889
안테이쿠,이자카야,0.0,195,서울 서대문구 연세로11길 22 지하,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-25:00,00:00,0507-1329-9677
이주방,요리주점,4.57,581,서울 마포구 연희로 33 2층,17:00-24:00,정보 없음,휴무,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,0507-1373-3618
무명요리사,이자카야,4.49,487,서울 마포구 동교로32길 3 1층 무명요리사,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,02-3144-3884
카시,이자카야,4.57,644,서울 마포구 동교로34길 12,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-25:00,00:00,17:00-25:00,00:00,휴무,23:00,02-6083-2683
생화,요리주점,4.68,215,서울 서대문구 증가로30길 29-5 1층 생화,18:00-27:00,정보 없음,휴무,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,0507-1357-1215
집시포차,"맥주,호프",0.0,467,서울 서대문구 연세로7안길 10 2층,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-26:00,정보 없음,0507-1343-1497
바다약방,요리주점,0.0,572,서울 마포구 동교로 266-11 1층 바다약방,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-26:00,01:00,16:00-26:00,01:00,16:00-24:00,23:00,0507-1420-9015
연남 안테이쿠,이자카야,0.0,126,서울 마포구 연희로1길 59-3 1층,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-27:00,02:00,15:00-27:00,02:00,15:00-25:00,00:00,0507-1391-1480
역전포장마차 홍대점,술집,4.64,955,서울 마포구 양화로 183 지하1층,16:00-24:00,정보 없음,16:00-24:00,정보 없음,16:00-24:00,정보 없음,16:00-24:00,정보 없음,16:00-24:00,정보 없음,16:00-26:00,정보 없음,16:00-24:00,정보 없음,0507-1376-3340
서플라이디팟,"맥주,호프",4.86,880,서울 마포구 잔다리로 4 2층,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,0507-1371-9775
슬슬,술집,0.0,367,서울 마포구 연희로1길 23,17:00-23:00,정보 없음,17:00-23:00,정보 없음,17:00-23:00,정보 없음,17:00-23:00,정보 없음,17:00-23:00,정보 없음,16:00-23:00,정보 없음,16:00-23:00,정보 없음,010-3907-0093
연남동미로끝,요리주점,0.0,71,서울 마포구 성미산로 190-4 지1층,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-25:00,정보 없음,0507-1383-1917
모이정,이자카야,4.54,428,서울 마포구 성미산로 122 1층,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,0507-1381-2885
에일크루브루잉 신촌점,"맥주,호프",0.0,142,서울 서대문구 연세로11길 34 지하1층. 지상1~2층 에일크루브루잉,14:00-23:00,22:30,14:00-23:00,22:30,14:00-23:00,22:30,14:00-23:00,22:30,13:00-24:00,23:30,13:00-24:00,23:30,13:00-23:00,22:30,0507-1377-8663
다이닝 야경,이자카야,4.58,569,서울 마포구 성미산로 189-6 101호,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,16:00-25:00,00:00,16:00-24:00,00:00,0507-1367-7780
콘티키빠,요리주점,4.94,414,서울 마포구 동교로 227-1 지하 1층,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-27:00,02:00,17:00-27:00,02:00,17:00-26:00,01:00,010-2105-3760
장농속,"맥주,호프",0.0,646,서울 마포구 동교로46길 22,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,14:00-25:00,정보 없음,14:00-25:00,정보 없음,070-4065-6212
무채색 숲,요리주점,0.0,226,서울 마포구 동교로32길 10 지하1층 1호,18:00-27:00,02:00,18:00-27:00,02:00,18:00-27:00,02:00,18:00-27:00,02:00,18:00-27:00,02:00,18:00-29:00,04:00,18:00-27:00,02:00,0507-1377-4046
하나킨,이자카야,0.0,541,서울 마포구 동교로32길 8 1층,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-25:00,정보 없음,0507-1322-4213
스탠딩박스,이자카야,0.0,297,서울 마포구 동교로36길 7 101호,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,16:00-24:00,정보 없음,0507-1341-4531
찰리주막 신촌점,요리주점,0.0,317,서울 서대문구 연세로7안길 10-5,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-26:00,정보 없음,02-332-2115
밤말,술집,0.0,293,서울 마포구 동교로 220-5 1.5층,휴무,정보 없음,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,14:00-24:00,정보 없음,0507-1313-5446
이자카야무세이,이자카야,4.37,568,서울 마포구 어울마당로 127-1,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-28:00,정보 없음,16:00-28:00,정보 없음,17:00-28:00,정보 없음,02-333-8174
연남고집,요리주점,4.82,482,서울 마포구 동교로38길 7,17:00-26:00,01:00,휴무,정보 없음,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,0507-1354-2457
라온,요리주점,0.0,326,서울 마포구 동교로 266-6 반지층,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-24:00,정보 없음,02-2088-6244
너스레,술집,4.59,593,서울 서대문구 이화여대7길 22,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,휴무,23:00,02-364-2221
화담,요리주점,5,334,서울 마포구 와우산로29바길 11-3 1층 화담,16:30-25:00,00:00,16:30-25:00,00:00,16:30-25:00,00:00,16:30-25:00,00:00,16:30-27:00,02:00,16:30-27:00,02:00,16:30-25:00,00:00,0507-1325-2822
노라,이자카야,4.79,328,서울 마포구 성미산로29길 42 1층,휴무,정보 없음,17:30-25:00,23:30,17:30-25:00,23:30,17:30-25:00,23:30,17:30-25:00,23:30,17:30-25:00,23:30,정보 없음,정보 없음,0507-1385-5457
BLACK&JACK,"맥주,호프",4.71,330,서울 마포구 와우산로29라길 11 1.5층,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-27:00,정보 없음,13:00-28:00,정보 없음,16:00-26:00,정보 없음,0507-1388-5010
하루,이자카야,0.0,302,서울 마포구 와우산로32길 31-8 1층,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-25:00,00:00,0507-1344-6512
과일가게,술집,0.0,563,서울 마포구 동교로 40,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,휴무,정보 없음,02-336-3859
88노가리 연남하우스,"맥주,호프",0.0,125,"서울 마포구 동교로36길 18 지하 1층, 1층, 2층",18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,17:00-27:00,02:00,17:00-27:00,02:00,17:00-27:00,01:00,0507-1371-5912
펍차 아지트,요리주점,4.89,304,서울 마포구 동교로 177,18:00-26:00,정보 없음,휴무,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-26:00,정보 없음,010-6559-2889
오맥,"맥주,호프",0.0,347,서울 마포구 와우산로21길 34 2층,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,0507-1388-7759
뚜이연남,요리주점,0.0,680,서울 마포구 동교로34길 11,17:00-24:00,23:00,휴무,정보 없음,17:00-24:00,23:00,17:00-24:00,23:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-24:00,23:00,0507-1376-0679
매거진 스탠딩,"맥주,호프",4.71,794,"서울 서대문구 연세로7길 34-6 1,2층",휴무,정보 없음,16:00-24:00,23:30,16:00-24:00,23:30,16:00-24:00,23:30,14:00-25:00,00:30,14:00-25:00,00:30,14:00-24:00,정보 없음,0507-1360-1026
불나방,술집,4.71,322,서울 마포구 와우산로29길 4-26,휴무,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-25:00,정보 없음,0507-1476-2149
모모키친,이자카야,4.36,462,서울 마포구 동교로34길 3 1층,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-27:00,02:00,17:00-27:00,02:00,17:00-26:00,01:00,010-4340-3973
보스포차,"맥주,호프",4.36,382,서울 서대문구 연세로7길 25 2층,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,0507-1359-5905
술판,요리주점,0.0,375,서울 서대문구 응암로 126 2층술판,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,0507-1388-3542
이끔,요리주점,0.0,289,서울 마포구 동교로46길 24-2 2층 이끔,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,010-4169-6302
망원 그곳,"맥주,호프",4.61,615,서울 마포구 월드컵로13길 19-19,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-25:00,정보 없음,010-3745-7037
꿩먹고알먹고,"맥주,호프",4.23,226,서울 마포구 망원로11길 6 2층,17:30-25:30,00:30,17:30-25:30,00:30,17:30-25:30,00:30,17:30-25:30,00:30,17:30-25:30,00:30,17:30-25:30,00:30,17:30-25:30,00:30,0507-1307-8305
청담동포장마차,요리주점,0.0,115,서울 서대문구 연세로4길 25,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,휴무,정보 없음,02-363-4377
