create_time,area,name,type,star_rating,review_sum,address,mon_opening_hours,mon_last_order_time,tue_opening_hours,tue_last_order_time,wed_opening_hours,wed_last_order_time,thu_opening_hours,thu_last_order_time,fri_opening_hours,fri_last_order_time,sat_opening_hours,sat_last_order_time,sun_opening_hours,sun_last_order_time,contact
2023-07-26 16:54:42,mangwon,꼬치주간,"오뎅,꼬치",4.48,607,서울 마포구 포은로 70-1,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,0507-1344-9599
2023-07-26 16:54:42,mangwon,책바,요리주점,4.6,523,서울 마포구 포은로 90 301호,휴무,정보 없음,18:30-25:30,정보 없음,18:30-25:30,정보 없음,18:30-25:30,정보 없음,18:30-25:30,정보 없음,18:30-25:30,정보 없음,휴무,정보 없음,0507-1402-5858
2023-07-26 16:54:42,mangwon,시러스,와인,0.0,350,서울 마포구 동교로9길 56,17:00-24:00,정보 없음,정보 없음,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,15:00-24:00,정보 없음,15:00-24:00,정보 없음,0507-1316-1130
2023-07-26 16:54:42,mangwon,망원연속체,바(BAR),0.0,145,서울 마포구 동교로 55 2층,17:00-23:30,정보 없음,17:00-23:30,정보 없음,17:00-23:30,정보 없음,17:00-23:30,정보 없음,17:00-23:30,정보 없음,14:00-23:30,정보 없음,14:00-23:30,정보 없음,0507-1394-3845
2023-07-26 16:54:42,mangwon,슌우,요리주점,0.0,48,서울 마포구 포은로 63 1층,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,0507-1377-5285
2023-07-26 16:54:42,mangwon,단바 서울,바(BAR),4.93,261,서울 마포구 망원로2길 87 1층,휴무,정보 없음,19:00-29:00,04:00,19:00-29:00,04:00,19:00-29:00,04:00,19:00-29:00,04:00,14:00-29:00,04:00,14:00-29:00,정보 없음,0507-1351-4149
2023-07-26 16:54:42,mangwon,망원양화,요리주점,0.0,62,서울 마포구 동교로 33-3 1층 망원양화,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,0507-1354-4130
2023-07-26 16:54:42,mangwon,뱃놀이,요리주점,4.82,399,서울 마포구 월드컵로23길 5 반지층,18:00-24:00,23:00,18:00-24:00,23:00,휴무,정보 없음,18:00-24:00,23:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,23:00,0507-1489-7949
2023-07-26 16:54:42,mangwon,선술집 위군,요리주점,4.6,234,서울 마포구 포은로 74 1층,휴무,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,휴무,정보 없음,02-6083-5628
2023-07-26 16:54:42,mangwon,홍타하우스,요리주점,0.0,78,서울 마포구 희우정로16길 54 세림빌딩 101호,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,휴무,정보 없음,0507-1312-8097
2023-07-26 16:54:42,mangwon,로바타 우직,요리주점,0.0,75,서울 마포구 포은로 86-1 1층,18:00-25:00,00:30,18:00-25:00,00:30,18:00-25:00,00:30,18:00-25:00,00:30,18:00-25:00,00:30,17:00-25:00,00:30,17:00-25:00,00:30,0507-1373-7481
2023-07-26 16:54:42,mangwon,나이트엔데이,바(BAR),0.0,66,"서울 마포구 희우정로10길 15 상가동 112호, 113호",12:00-24:00,정보 없음,12:00-24:00,정보 없음,12:00-24:00,정보 없음,12:00-24:00,정보 없음,12:00-26:00,정보 없음,12:00-26:00,정보 없음,12:00-26:00,정보 없음,0507-1435-9942
2023-07-26 16:54:42,mangwon,위드바틀,와인,5,199,서울 마포구 월드컵로13길 19-23 2층 201호,정보 없음,정보 없음,15:00-23:00,정보 없음,15:00-23:00,정보 없음,15:00-23:00,정보 없음,15:00-24:00,정보 없음,15:00-24:00,정보 없음,14:00-21:00,정보 없음,0507-1459-6040
2023-07-26 16:54:42,mangwon,해금도,술집,0.0,64,서울 마포구 망원로 63 1층,17:00-23:00,22:00,17:00-23:00,22:00,17:00-23:00,22:00,17:00-23:00,22:00,17:00-24:00,23:00,17:00-24:00,23:00,휴무,22:00,02-336-7656
2023-07-26 16:54:42,mangwon,사토,이자카야,0.0,95,서울 마포구 희우정로16길 53 1층,18:00-25:00,00:00,18:00-25:00,00:00,18:00-25:00,00:00,휴무,정보 없음,18:00-25:00,00:00,18:00-25:00,00:00,18:00-25:00,00:00,0507-1346-1630
2023-07-26 16:54:42,mangwon,갑,이자카야,4.54,189,서울 마포구 월드컵로19길 8 지하1층,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,17:30-25:00,정보 없음,17:30-25:00,정보 없음,18:00-23:30,정보 없음,010-3838-6160
2023-07-26 16:54:42,mangwon,시장맥주,"맥주,호프",4.45,415,서울 마포구 월드컵로13길 60 2층,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,휴무,정보 없음,0507-1319-2841
2023-07-26 16:54:42,mangwon,망원엣지 망리단길점,술집,0.0,117,서울 마포구 월드컵로11길 46-14 parc 39 빌딩 4층,15:00-25:00,00:00,휴무,정보 없음,15:00-25:00,00:00,15:00-25:00,00:00,15:00-25:00,00:00,14:00-25:00,00:00,14:00-24:00,00:00,0507-1376-4504
2023-07-26 16:54:42,mangwon,리틀스탠드레몽,요리주점,0.0,46,서울 마포구 방울내로 24-1 1층,휴무,정보 없음,15:00-23:00,정보 없음,15:00-23:00,정보 없음,15:00-23:00,정보 없음,15:00-23:00,정보 없음,15:00-23:00,정보 없음,정보 없음,정보 없음,0507-1376-4535
2023-07-26 16:54:42,mangwon,아마,와인,4.92,197,서울 마포구 희우정로16길 46 1층 102호,휴무,정보 없음,18:00-25:00,00:00,18:00-25:00,00:00,15:00-25:00,00:00,15:00-25:00,00:00,15:00-25:00,00:00,휴무,정보 없음,0507-1310-2620
2023-07-26 16:54:42,mangwon,아루감,바(BAR),4.52,373,"서울 마포구 월드컵로19길 8 2,3층",18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-24:00,정보 없음,0507-1406-3213
2023-07-26 16:54:42,mangwon,철길부산집 망원점,이자카야,0.0,93,서울 마포구 포은로 117 . 1층 1-4호,17:00-26:00,01:00,휴무,정보 없음,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,0507-1378-8642
2023-07-26 16:54:42,mangwon,망원도,바(BAR),4.19,332,서울 마포구 포은로 75,18:30-25:00,정보 없음,18:30-25:00,정보 없음,18:30-25:00,정보 없음,18:30-25:00,정보 없음,18:30-26:00,정보 없음,18:30-26:00,정보 없음,18:00-25:00,정보 없음,0507-1423-2022
2023-07-26 16:54:42,mangwon,케그샵 프리미엄수제맥주&전통주 셀렉샵 망원한강점,"맥주,호프",0.0,25,서울 마포구 망원로 1 6호 (102호),휴무,정보 없음,17:30-26:00,정보 없음,17:30-26:00,정보 없음,17:30-26:00,정보 없음,17:30-26:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,0507-1421-6204
2023-07-26 16:54:42,mangwon,코멘터리사운드 와인샵 & 와인바,와인,0.0,72,서울 마포구 월드컵로23길 18 201호,휴무,정보 없음,18:00-24:00,23:30,18:00-24:00,23:30,18:00-24:00,23:30,18:00-24:00,23:30,15:00-24:00,23:30,15:00-22:00,정보 없음,0507-1425-2281
2023-07-26 16:54:42,mangwon,역전할머니맥주 망원점,"맥주,호프",4.4,769,서울 마포구 동교로9길 51,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,16:00-29:00,정보 없음,16:00-29:00,정보 없음,02-332-1984
2023-07-26 16:54:42,mangwon,선술집 순,이자카야,0.0,88,서울 마포구 월드컵로15길 40 선술집 순,18:00-28:00,02:30,휴무,정보 없음,18:00-28:00,02:30,18:00-28:00,02:30,18:00-28:00,02:30,18:00-28:00,02:30,18:00-28:00,02:30,0507-1389-4045
2023-07-26 16:54:42,mangwon,루바토와인,와인,4.93,607,서울 마포구 월드컵로19길 95 1층,휴무,정보 없음,휴무,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,010-2135-9450
2023-07-26 16:54:42,mangwon,주에뉘,바(BAR),0.0,123,서울 마포구 월드컵로15길 17 1층 주에뉘,12:00-25:00,00:30,휴무,정보 없음,12:00-25:00,00:30,12:00-25:00,00:30,12:00-26:00,01:30,12:00-26:00,01:30,12:00-25:00,00:30,0507-1378-2383
2023-07-26 16:54:42,mangwon,섬,이자카야,4.59,284,서울 마포구 희우정로 103,휴무,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,010-8955-3600
2023-07-26 16:54:42,mangwon,코지식탁,이자카야,0.0,56,서울 마포구 월드컵로19길 18 1.5층,휴무,정보 없음,16:00-25:00,00:00,16:00-25:00,00:00,16:00-25:00,00:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-24:00,정보 없음,0507-1408-2646
2023-07-26 16:54:42,mangwon,포도당,와인,4.84,128,서울 마포구 포은로 142 CM빌딩 1층,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,0507-1380-6612
2023-07-26 16:54:42,mangwon,더파인트,"맥주,호프",0.0,58,서울 마포구 월드컵로23길 5 2층,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,0507-1316-0410
2023-07-26 16:54:42,mangwon,부산본가,"전통,민속주점",4.45,120,서울 마포구 망원로 7-1,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,010-8461-6611
2023-07-26 16:54:42,mangwon,살롱드낭만,바(BAR),4.92,122,서울 마포구 월드컵로23길 20 1층 오른쪽,휴무,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-27:00,정보 없음,19:00-24:00,정보 없음,0507-1337-8684
2023-07-26 16:54:42,mangwon,망원바이브,바(BAR),0.0,20,서울 마포구 희우정로 70 지층 1호,휴무,정보 없음,14:00-22:00,21:30,14:00-22:00,21:30,14:00-22:00,21:30,14:00-22:00,21:30,14:00-22:00,21:30,14:00-22:00,정보 없음,정보 없음
2023-07-26 16:54:42,mangwon,반주,요리주점,0.0,89,서울 마포구 월드컵로19길 18 2층,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-24:00,정보 없음,0507-1426-3231
2023-07-26 16:54:42,mangwon,볼링,"맥주,호프",4.72,201,서울 마포구 방울내로7길 5,19:00-26:00,정보 없음,19:00-26:00,정보 없음,휴무,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,02-324-0928
2023-07-26 16:54:42,mangwon,낮도깨비 밤도깨비,와인,4.69,107,서울 마포구 월드컵로15길 76 1층,12:00-23:00,22:00,휴무,정보 없음,12:00-23:00,22:00,12:00-23:00,22:00,12:00-23:00,22:00,12:00-23:00,22:00,12:00-18:00,22:00,0507-1339-9807
2023-07-26 16:54:42,mangwon,글래스트레인,바(BAR),4.91,107,서울 마포구 포은로 61 1층,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,0507-1355-9059
2023-07-26 16:54:42,mangwon,새벽애 샹들리에포차,요리주점,4.4,86,서울 마포구 동교로9길 57 2층 새벽애,15:00-29:00,04:30,15:00-29:00,04:30,15:00-29:00,04:30,15:00-29:00,04:30,15:00-29:00,04:30,15:00-29:00,04:30,15:00-29:00,04:30,02-537-1110
2023-07-26 16:54:42,mangwon,오코노미야키골드,이자카야,0.0,55,서울 마포구 방울내로 67 1층,17:00-23:30,22:45,17:00-23:30,22:45,휴무,정보 없음,17:00-23:30,22:45,17:00-23:30,22:45,17:00-25:00,00:15,17:00-25:00,22:45,0507-1325-8615
2023-07-26 16:54:42,mangwon,초쿤바,바(BAR),4.99,170,서울 마포구 망원로6길 49 2층,19:00-25:00,정보 없음,휴무,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,19:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-25:00,정보 없음,0507-1494-7017
2023-07-26 16:54:42,mangwon,나들목빈대떡,"전통,민속주점",4.51,264,서울 마포구 동교로 33,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,02-324-5086
2023-07-26 16:54:42,mangwon,스윗브릿지,와인,0.0,77,서울 마포구 마포나루길 435 3층 302호,17:00-24:00,정보 없음,휴무,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,정보 없음
2023-07-26 16:54:42,mangwon,즐거운포차,포장마차,4.45,117,서울 마포구 동교로 27-1,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,휴무,정보 없음,010-5248-0633
2023-07-26 16:54:42,mangwon,하이에나,요리주점,4.75,85,서울 마포구 월드컵로19길 12 2층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,070-4042-1536
2023-07-26 16:54:42,mangwon,크라운호프 망원점,"맥주,호프",0.0,240,서울 마포구 월드컵로 133 1층,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,0507-1381-0725
2023-07-26 16:54:42,mangwon,바코드포차,포장마차,4.96,137,서울 마포구 포은로 75 1층,휴무,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,0507-1385-6061
2023-07-26 16:54:42,mangwon,라비앙로즈,바(BAR),0.0,130,서울 마포구 동교로9길 48 베스트힐 4층,19:00-26:00,01:30,19:00-26:00,01:30,19:00-26:00,01:30,19:00-26:00,01:30,19:00-27:00,02:30,19:00-27:00,02:30,휴무,01:30,정보 없음
2023-07-26 16:54:42,mangwon,방랑,바(BAR),4.88,90,서울 마포구 방울내로 79 1층 방랑,18:00-25:00,00:30,18:00-25:00,00:30,18:00-25:00,00:30,18:00-25:00,00:30,18:00-25:00,00:30,18:00-25:00,00:30,18:00-25:00,00:30,02-325-5097
2023-07-26 16:54:42,mangwon,치꼬뱅,"맥주,호프",0.0,60,서울 마포구 방울내로 68,11:30-25:00,정보 없음,11:30-25:00,정보 없음,11:30-25:00,정보 없음,11:30-25:00,정보 없음,11:30-25:00,정보 없음,11:30-25:00,정보 없음,11:30-25:00,정보 없음,0507-1421-2303
2023-07-26 16:54:42,mangwon,망원튀맥집,"맥주,호프",4.32,정보 없음,서울 마포구 망원로8길 29,11:00-23:00,정보 없음,11:00-23:00,정보 없음,11:00-23:00,정보 없음,11:00-23:00,정보 없음,11:00-23:00,정보 없음,11:00-23:00,정보 없음,11:00-23:00,정보 없음,정보 없음
2023-07-26 16:54:42,mangwon,깡포차,포장마차,4.39,68,서울 마포구 월드컵로 133,18:00-29:00,정보 없음,18:00-29:00,정보 없음,18:00-29:00,정보 없음,18:00-29:00,정보 없음,18:00-29:00,정보 없음,18:00-29:00,정보 없음,18:00-29:00,정보 없음,0507-1307-4374
2023-07-26 16:54:42,mangwon,101호,바(BAR),4.14,92,서울 마포구 희우정로 128 1층 녹색문,19:00-24:00,23:30,휴무,정보 없음,휴무,정보 없음,휴무,정보 없음,휴무,정보 없음,휴무,정보 없음,휴무,23:30,02-3143-1015
2023-07-26 16:54:42,mangwon,진가식탁,요리주점,4.76,108,서울 마포구 월드컵로21길 18 지층,11:30-23:00,16:00 - 18:00 브레이크타임,11:30-23:00,16:00 - 18:00 브레이크타임,11:30-23:00,16:00 - 18:00 브레이크타임,11:30-23:00,16:00 - 18:00 브레이크타임,11:30-23:00,16:00 - 18:00 브레이크타임,16:00-23:00,22:00,휴무,16:00 - 18:00 브레이크타임,02-323-4545
2023-07-26 16:54:42,mangwon,투다리 망원1점,"오뎅,꼬치",4.38,265,서울 마포구 동교로9길 34 1층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,070-5111-6601
2023-07-26 16:54:42,mangwon,5678 망원동,와인,4.91,92,서울 마포구 희우정로10길 4 2층,00:00-00:05,정보 없음,휴무,정보 없음,휴무,정보 없음,휴무,정보 없음,휴무,정보 없음,휴무,정보 없음,휴무,정보 없음,0507-1365-5786
2023-07-26 16:54:42,mangwon,빌라마리아나,바(BAR),0.0,14,서울 마포구 월드컵로21길 18 2층,19:00-26:00,01:30,19:00-26:00,01:30,19:00-26:00,01:30,19:00-26:00,01:30,19:00-26:00,01:30,19:00-26:00,01:30,19:00-24:00,01:30,0507-1376-5603
2023-07-26 16:54:42,mangwon,소파,바(BAR),0.0,75,서울 마포구 희우정로10길 15 103호,휴무,정보 없음,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,정보 없음,0507-1371-6091
2023-07-26 16:54:42,mangwon,투다리 망원2점,"오뎅,꼬치",4.44,140,서울 마포구 월드컵로29길 5 1층 일부,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-3144-7786
2023-07-26 16:54:42,mangwon,노가리와호프,"맥주,호프",4.31,88,서울 마포구 동교로 63 1층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
2023-07-26 16:54:42,mangwon,짝태앤노가리 망원점,포장마차,4.11,107,서울 마포구 방울내로 73,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
2023-07-26 16:54:42,mangwon,골목집,술집,0.0,29,서울 마포구 방울내로 74,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,02-336-7501
2023-07-26 16:54:42,mangwon,뚱이네포차스트렁큰,포장마차,0.0,9,서울 마포구 방울내로 65,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
2023-07-26 16:54:42,mangwon,노가리랑 닭발,요리주점,4.81,72,서울 마포구 월드컵로 133 1층,16:00-29:00,정보 없음,16:00-29:00,정보 없음,16:00-29:00,정보 없음,16:00-29:00,정보 없음,16:00-29:00,정보 없음,16:00-29:00,정보 없음,16:00-29:00,정보 없음,02-336-9233
2023-07-26 16:54:42,mangwon,Slow Supper Club,와인,0.0,0,서울 마포구 포은로6길 39 . 1층 104호(망원동),19:00-24:00,23:30,19:00-24:00,23:30,휴무,정보 없음,19:00-24:00,23:30,19:00-24:00,23:30,12:00-24:00,15:30 - 17:00 브레이크타임,12:00-17:00,23:30,0507-1388-1194
2023-07-26 16:54:42,mangwon,만나포차,포장마차,0.0,48,서울 마포구 망원로 94,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-326-0141
2023-07-26 16:54:42,mangwon,남이네포장마차,포장마차,0.0,5,서울 마포구 동교로 63,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,휴무,정보 없음,0507-1437-9295
2023-07-26 16:54:42,mangwon,세르베자 망원점,"맥주,호프",4.51,61,"서울 마포구 망원로 22 / 2,3층",18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,휴무,정보 없음,070-4897-2018
2023-07-26 16:54:42,mangwon,낯꽃,이자카야,4.24,81,서울 마포구 월드컵로29길 6,15:00-27:00,정보 없음,15:00-27:00,정보 없음,15:00-27:00,정보 없음,15:00-27:00,정보 없음,15:00-27:00,정보 없음,15:00-27:00,정보 없음,휴무,정보 없음,02-336-0594
2023-07-26 16:54:42,mangwon,사뭇,술집,4.71,33,서울 마포구 월드컵로19길 74,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,정보없음,정보 없음,정보 없음
2023-07-26 16:54:42,mangwon,한잔두잔,"맥주,호프",4.2,89,서울 마포구 동교로9길 37,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1327-7320
2023-07-26 16:54:42,mangwon,헤이보틀 와인샵,와인,0.0,194,서울 마포구 월드컵로 61 1층,휴무,정보 없음,11:30-22:30,정보 없음,11:30-22:30,정보 없음,11:30-22:30,정보 없음,11:30-22:30,정보 없음,11:30-22:30,정보 없음,11:30-22:30,정보 없음,070-8891-9333
2023-07-26 16:54:42,mangwon,비어트립,"맥주,호프",4.13,65,서울 마포구 동교로 37 2층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,070-8285-6790
2023-07-26 16:54:42,mangwon,글렌,바(BAR),0.0,9,서울 마포구 희우정로 77 105호 GLEN,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1339-1638
2023-07-26 16:54:42,mangwon,한강가자,"맥주,호프",3.83,32,서울 마포구 망원로 7,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
2023-07-26 16:54:42,mangwon,망원술집,"맥주,호프",0.0,37,서울 마포구 월드컵로 99-1 1층 망원술집,16:00-27:00,02:20,16:00-27:00,02:20,16:00-27:00,02:20,16:00-27:00,02:20,16:00-27:00,02:20,16:00-27:00,02:20,16:00-27:00,02:20,0507-1311-9278
2023-07-26 16:54:42,mangwon,리와인드,와인,0.0,0,서울 마포구 포은로 108 5층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
2023-07-26 16:54:42,mangwon,머니뭐니,포장마차,4.33,49,서울 마포구 월드컵로 143,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-325-5955
2023-07-26 16:54:42,mangwon,P LOUNGE,"맥주,호프",0.0,4,서울 마포구 월드컵로19길 74 어쩌다가게 망원 B104호,휴무,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,070-5121-5628
2023-07-26 16:54:42,mangwon,유퓨전포차,포장마차,0.0,2,서울 마포구 방울내로 79,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
2023-07-26 16:54:42,mangwon,술집,"맥주,호프",4.33,56,서울 마포구 포은로 63 1층 술집,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,010-8569-7833
2023-07-26 16:54:42,mangwon,망원옥상,와인,0.0,0,서울 마포구 포은로 105 4층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,010-8564-8858
2023-07-26 16:54:42,mangwon,스트렁큰,"맥주,호프",4,86,서울 마포구 방울내로 65,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,휴무,정보 없음,02-325-0424
2023-07-26 16:54:42,mangwon,묵을래,요리주점,4.5,15,서울 마포구 포은로 75 1층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-333-2657
2023-07-26 16:54:42,mangwon,유 포장마차,요리주점,4.35,75,서울 마포구 방울내로 79,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1324-8726
2023-07-26 16:54:42,mangwon,동신커피앤호프,"맥주,호프",0.0,2,서울 마포구 포은로 88,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-332-6009
2023-07-26 16:54:42,mangwon,망치,요리주점,0.0,3,서울 마포구 월드컵로13길 73 지층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1396-7896
2023-07-26 16:54:42,mangwon,포레스트인망원,술집,0.0,0,서울 마포구 포은로 72 5층,휴무,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,0507-1439-5131
