shop_name,shop_type,shop_star_rating,shop_address,shop_open_info,shop_contact
썬키친,요리주점,4.89,서울 마포구 양화로6길 50 2층,"[('월', {'open_time': '휴무', 'last_order_time': '정보 없음'}), ('화', {'open_time': '12:00 - 24:00', 'last_order_time': '23:00'}), ('수', {'open_time': '12:00 - 24:00', 'last_order_time': '23:00'}), ('목', {'open_time': '12:00 - 24:00', 'last_order_time': '23:00'}), ('금', {'open_time': '12:00 - 24:00', 'last_order_time': '23:00'}), ('토', {'open_time': '12:00 - 24:00', 'last_order_time': '23:00'}), ('일', {'open_time': '12:00 - 24:00', 'last_order_time': '23:00'})]",0507-1338-4681
맥주왕명주,"맥주,호프",4.89,서울 마포구 양화로6길 50 2층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1338-4681
쿠시노주방,이자카야,4.39,서울 마포구 동교로 218-1 지하1층 쿠시노주방,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",010-7245-0503
산울림1992,요리주점,4.39,서울 마포구 동교로 218-1 지하1층 쿠시노주방,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1417-0352
홍콩포차,요리주점,4.45,서울 마포구 서강로9길 60 산울림1992,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1335-4002
훈민정음 서울합정점,요리주점,4.52,서울 마포구 독막로7길 21,"[('월', {'open_time': '17:00 - 02:00', 'last_order_time': '정보 없음'}), ('화', {'open_time': '17:00 - 02:00', 'last_order_time': '정보 없음'}), ('수', {'open_time': '17:00 - 02:00', 'last_order_time': '정보 없음'}), ('목', {'open_time': '17:00 - 02:00', 'last_order_time': '정보 없음'}), ('금', {'open_time': '17:00 - 04:00', 'last_order_time': '정보 없음'}), ('토', {'open_time': '17:00 - 04:00', 'last_order_time': '정보 없음'}), ('일', {'open_time': '17:00 - 02:00', 'last_order_time': '정보 없음'})]",02-336-1447
상수주택,요리주점,4.52,서울 마포구 독막로7길 21,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",02-336-1447
락소울윙,요리주점,4.87,서울 마포구 와우산로21길 26 2층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1376-4268
무채색,요리주점,4.87,서울 마포구 와우산로21길 26 2층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1376-4268
호맥 합정점,"맥주,호프",4.44,서울 마포구 독막로5길 5 대웅빌딩 1층 호맥,"[('월', {'open_time': '16:30 - 01:30', 'last_order_time': '00:30'}), ('화', {'open_time': '16:30 - 01:30', 'last_order_time': '00:30'}), ('수', {'open_time': '16:30 - 01:30', 'last_order_time': '00:30'}), ('목', {'open_time': '16:30 - 01:30', 'last_order_time': '00:30'}), ('금', {'open_time': '16:30 - 02:00', 'last_order_time': '01:00'}), ('토', {'open_time': '14:00 - 02:00', 'last_order_time': '01:00'}), ('일', {'open_time': '14:00 - 01:30', 'last_order_time': '00:30'})]",02-333-7466
금호동매운닭발,요리주점,4.44,서울 마포구 독막로5길 5 대웅빌딩 1층 호맥,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",02-333-7466
지하102호 1호점,이자카야,4.72,서울 마포구 양화로6길 57-22 지층 102호,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1308-8648
조선시대,요리주점,4.72,서울 마포구 양화로6길 57-22 지층 102호,"[('월', {'open_time': '16:00 - 02:00', 'last_order_time': '01:00'}), ('화', {'open_time': '16:00 - 02:00', 'last_order_time': '01:00'}), ('수', {'open_time': '16:00 - 02:00', 'last_order_time': '01:00'}), ('목', {'open_time': '16:00 - 02:00', 'last_order_time': '01:00'}), ('금', {'open_time': '15:00 - 03:00', 'last_order_time': '02:00'}), ('토', {'open_time': '15:00 - 03:00', 'last_order_time': '02:00'}), ('일', {'open_time': '15:00 - 03:00', 'last_order_time': '02:00'})]",0507-1308-8648
몽주방,요리주점,정보 없음,서울 마포구 독막로7길 20 1층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1364-7875
연술집,요리주점,4.83,서울 마포구 연희로1길 36 2층 201호,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1358-3675
황소랑,소고기구이,4.83,서울 마포구 연희로1길 36 2층 201호,"[('월', {'open_time': '15:00 - 24:00', 'last_order_time': '정보 없음'}), ('화', {'open_time': '15:00 - 24:00', 'last_order_time': '정보 없음'}), ('수', {'open_time': '15:00 - 24:00', 'last_order_time': '정보 없음'}), ('목', {'open_time': '15:00 - 24:00', 'last_order_time': '정보 없음'}), ('금', {'open_time': '15:00 - 01:00', 'last_order_time': '정보 없음'}), ('토', {'open_time': '15:00 - 01:00', 'last_order_time': '정보 없음'}), ('일', {'open_time': '15:00 - 24:00', 'last_order_time': '정보 없음'})]",0507-1358-3675
게포차 김앤김,포장마차,정보 없음,서울 마포구 양화로 100 1층 103호,"[('월', {'open_time': '12:00 - 24:00', 'last_order_time': '23:00'}), ('화', {'open_time': '12:00 - 24:00', 'last_order_time': '23:00'}), ('수', {'open_time': '12:00 - 24:00', 'last_order_time': '23:00'}), ('목', {'open_time': '12:00 - 24:00', 'last_order_time': '23:00'}), ('금', {'open_time': '12:00 - 24:00', 'last_order_time': '23:00'}), ('토', {'open_time': '12:00 - 24:00', 'last_order_time': '23:00'}), ('일', {'open_time': '12:00 - 24:00', 'last_order_time': '23:00'})]",02-336-6659
깊은숲,"맥주,호프",4.73,서울 마포구 독막로 27,"[('월', {'open_time': '휴무', 'last_order_time': '정보 없음'}), ('화', {'open_time': '18:00 - 01:00', 'last_order_time': '정보 없음'}), ('수', {'open_time': '18:00 - 01:00', 'last_order_time': '정보 없음'}), ('목', {'open_time': '18:00 - 01:00', 'last_order_time': '정보 없음'}), ('금', {'open_time': '18:00 - 02:00', 'last_order_time': '정보 없음'}), ('토', {'open_time': '17:00 - 02:00', 'last_order_time': '정보 없음'}), ('일', {'open_time': '17:00 - 24:00', 'last_order_time': '정보 없음'})]",0507-1410-6865
홍대공감,이자카야,4.73,서울 마포구 독막로 27,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1410-6865
동동포차DDPC,요리주점,4.7,서울 마포구 독막로3길 30 1층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",02-336-0358
개화기요정,요리주점,4.7,서울 마포구 독막로3길 30 1층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",02-336-0358
심야식당밤,이자카야,4.79,서울 마포구 와우산로29바길 16 반지층 심야식당밤,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1383-3321
우규,이자카야,4.79,서울 마포구 와우산로29바길 16 반지층 심야식당밤,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1383-3321
사카바 토리야,이자카야,정보 없음,서울 마포구 독막로3길 38 2층,"[('월', {'open_time': '휴무', 'last_order_time': '정보 없음'}), ('화', {'open_time': '18:00 - 02:00', 'last_order_time': '01:30'}), ('수', {'open_time': '18:00 - 02:00', 'last_order_time': '01:30'}), ('목', {'open_time': '18:00 - 02:00', 'last_order_time': '01:30'}), ('금', {'open_time': '17:00 - 02:00', 'last_order_time': '01:30'}), ('토', {'open_time': '17:00 - 02:00', 'last_order_time': '01:30'}), ('일', {'open_time': '17:00 - 02:00', 'last_order_time': '01:30'})]",0507-1353-4741
서플라이디팟,"맥주,호프",4.86,서울 마포구 잔다리로 4 2층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",010-9311-2431
슈퍼룸방구,포장마차,4.86,서울 마포구 잔다리로 4 2층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",010-9311-2431
심야식당하스,이자카야,4.45,서울 마포구 연희로1길 19,"[('월', {'open_time': '17:00 - 01:00', 'last_order_time': '정보 없음'}), ('화', {'open_time': '17:00 - 01:00', 'last_order_time': '정보 없음'}), ('수', {'open_time': '17:00 - 01:00', 'last_order_time': '정보 없음'}), ('목', {'open_time': '17:00 - 01:00', 'last_order_time': '정보 없음'}), ('금', {'open_time': '17:00 - 02:00', 'last_order_time': '정보 없음'}), ('토', {'open_time': '16:00 - 02:00', 'last_order_time': '정보 없음'}), ('일', {'open_time': '16:00 - 01:00', 'last_order_time': '정보 없음'})]",070-8888-0198
낮달,요리주점,4.45,서울 마포구 연희로1길 19,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",070-8888-0198
몽주막,요리주점,정보 없음,서울 마포구 독막로9길 12 1층 몽주막,"[('월', {'open_time': '16:00 - 01:00', 'last_order_time': '00:30'}), ('화', {'open_time': '16:00 - 01:00', 'last_order_time': '00:30'}), ('수', {'open_time': '16:00 - 01:00', 'last_order_time': '00:30'}), ('목', {'open_time': '16:00 - 01:00', 'last_order_time': '00:30'}), ('금', {'open_time': '16:00 - 02:30', 'last_order_time': '02:00'}), ('토', {'open_time': '15:00 - 02:30', 'last_order_time': '02:00'}), ('일', {'open_time': '15:30 - 01:00', 'last_order_time': '00:30'})]",0507-1353-3844
무채색 숲,요리주점,정보 없음,서울 마포구 동교로32길 10 지하1층 1호,"[('월', {'open_time': '18:00 - 03:00', 'last_order_time': '02:00'}), ('화', {'open_time': '18:00 - 03:00', 'last_order_time': '02:00'}), ('수', {'open_time': '18:00 - 03:00', 'last_order_time': '02:00'}), ('목', {'open_time': '18:00 - 03:00', 'last_order_time': '02:00'}), ('금', {'open_time': '18:00 - 03:00', 'last_order_time': '02:00'}), ('토', {'open_time': '18:00 - 05:00', 'last_order_time': '04:00'}), ('일', {'open_time': '18:00 - 03:00', 'last_order_time': '02:00'})]",0507-1377-4046
벽돌포차 홍대점,포장마차,정보 없음,서울 마포구 와우산로17길 5,"[('월', {'open_time': '17:00 - 05:00', 'last_order_time': '04:00'}), ('화', {'open_time': '17:00 - 05:00', 'last_order_time': '04:00'}), ('수', {'open_time': '17:00 - 05:00', 'last_order_time': '04:00'}), ('목', {'open_time': '17:00 - 05:00', 'last_order_time': '04:00'}), ('금', {'open_time': '18:00 - 06:00', 'last_order_time': '05:00'}), ('토', {'open_time': '17:00 - 06:00', 'last_order_time': '05:00'}), ('일', {'open_time': '17:00 - 05:00', 'last_order_time': '04:00'})]",0507-1404-8881
슬슬,술집,정보 없음,서울 마포구 연희로1길 23,"[('월', {'open_time': '17:00 - 23:00', 'last_order_time': '정보 없음'}), ('화', {'open_time': '17:00 - 23:00', 'last_order_time': '정보 없음'}), ('수', {'open_time': '17:00 - 23:00', 'last_order_time': '정보 없음'}), ('목', {'open_time': '17:00 - 23:00', 'last_order_time': '정보 없음'}), ('금', {'open_time': '17:00 - 23:00', 'last_order_time': '정보 없음'}), ('토', {'open_time': '16:00 - 23:00', 'last_order_time': '정보 없음'}), ('일', {'open_time': '16:00 - 23:00', 'last_order_time': '정보 없음'})]",010-3907-0093
주섬주섬,요리주점,4.74,서울 마포구 와우산로21길 36-12,"[('월', {'open_time': '휴무', 'last_order_time': '정보 없음'}), ('화', {'open_time': '16:00 - 23:00', 'last_order_time': '정보 없음'}), ('수', {'open_time': '16:00 - 23:00', 'last_order_time': '정보 없음'}), ('목', {'open_time': '16:00 - 23:00', 'last_order_time': '정보 없음'}), ('금', {'open_time': '16:00 - 24:00', 'last_order_time': '정보 없음'}), ('토', {'open_time': '16:00 - 24:00', 'last_order_time': '정보 없음'}), ('일', {'open_time': '16:00 - 23:00', 'last_order_time': '정보 없음'})]",0507-1325-5230
가로수포차,요리주점,4.74,서울 마포구 와우산로21길 36-12,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1325-5230
역전포장마차 홍대점,술집,4.64,서울 마포구 양화로 183 지하1층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1376-3340
합정유리,요리주점,4.64,서울 마포구 양화로 183 지하1층,"[('월', {'open_time': '16:00 - 24:00', 'last_order_time': '정보 없음'}), ('화', {'open_time': '16:00 - 24:00', 'last_order_time': '정보 없음'}), ('수', {'open_time': '16:00 - 24:00', 'last_order_time': '정보 없음'}), ('목', {'open_time': '16:00 - 24:00', 'last_order_time': '정보 없음'}), ('금', {'open_time': '16:00 - 24:00', 'last_order_time': '정보 없음'}), ('토', {'open_time': '16:00 - 02:00', 'last_order_time': '정보 없음'}), ('일', {'open_time': '16:00 - 24:00', 'last_order_time': '정보 없음'})]",정보 없음
사람사는이야기442,요리주점,4.45,서울 마포구 어울마당로5길 52 사사이,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1337-0442
밤말,술집,4.45,서울 마포구 어울마당로5길 52 사사이,"[('월', {'open_time': '16:30 - 05:00', 'last_order_time': '04:00'}), ('화', {'open_time': '16:30 - 05:00', 'last_order_time': '04:00'}), ('수', {'open_time': '16:30 - 05:00', 'last_order_time': '04:00'}), ('목', {'open_time': '16:30 - 05:00', 'last_order_time': '04:00'}), ('금', {'open_time': '16:30 - 05:00', 'last_order_time': '04:00'}), ('토', {'open_time': '15:30 - 05:00', 'last_order_time': '04:00'}), ('일', {'open_time': '15:30 - 05:00', 'last_order_time': '04:00'})]",0507-1337-0442
모양,요리주점,정보 없음,서울 마포구 독막로3길 24-9 1층,"[('월', {'open_time': '17:00 - 24:00', 'last_order_time': '23:30'}), ('화', {'open_time': '17:00 - 24:00', 'last_order_time': '23:30'}), ('수', {'open_time': '17:00 - 24:00', 'last_order_time': '23:30'}), ('목', {'open_time': '17:00 - 24:00', 'last_order_time': '23:30'}), ('금', {'open_time': '17:00 - 01:00', 'last_order_time': '00:30'}), ('토', {'open_time': '17:00 - 01:00', 'last_order_time': '00:30'}), ('일', {'open_time': '17:00 - 24:00', 'last_order_time': '23:30'})]",0507-1383-1032
하나킨,이자카야,정보 없음,서울 마포구 동교로32길 8 1층,"[('월', {'open_time': '17:00 - 01:00', 'last_order_time': '정보 없음'}), ('화', {'open_time': '17:00 - 01:00', 'last_order_time': '정보 없음'}), ('수', {'open_time': '17:00 - 01:00', 'last_order_time': '정보 없음'}), ('목', {'open_time': '17:00 - 01:00', 'last_order_time': '정보 없음'}), ('금', {'open_time': '17:00 - 02:00', 'last_order_time': '정보 없음'}), ('토', {'open_time': '16:00 - 02:00', 'last_order_time': '정보 없음'}), ('일', {'open_time': '16:00 - 01:00', 'last_order_time': '정보 없음'})]",0507-1322-4213
하루,이자카야,정보 없음,서울 마포구 와우산로32길 31-8 1층,"[('월', {'open_time': '17:00 - 01:00', 'last_order_time': '00:00'}), ('화', {'open_time': '17:00 - 01:00', 'last_order_time': '00:00'}), ('수', {'open_time': '17:00 - 01:00', 'last_order_time': '00:00'}), ('목', {'open_time': '17:00 - 01:00', 'last_order_time': '00:00'}), ('금', {'open_time': '17:00 - 02:00', 'last_order_time': '01:00'}), ('토', {'open_time': '17:00 - 02:00', 'last_order_time': '01:00'}), ('일', {'open_time': '17:00 - 01:00', 'last_order_time': '00:00'})]",0507-1344-6512
지하102호 2호점,이자카야,4.96,서울 마포구 독막로3길 39 1층,"[('월', {'open_time': '15:00 - 02:00', 'last_order_time': '정보 없음'}), ('화', {'open_time': '15:00 - 02:00', 'last_order_time': '정보 없음'}), ('수', {'open_time': '15:00 - 02:00', 'last_order_time': '정보 없음'}), ('목', {'open_time': '15:00 - 02:00', 'last_order_time': '정보 없음'}), ('금', {'open_time': '15:00 - 04:00', 'last_order_time': '정보 없음'}), ('토', {'open_time': '15:00 - 04:00', 'last_order_time': '정보 없음'}), ('일', {'open_time': '15:00 - 02:00', 'last_order_time': '정보 없음'})]",0507-1388-8648
만선호프 홍대점,"맥주,호프",4.96,서울 마포구 독막로3길 39 1층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1388-8648
별그리는바다,이자카야,정보 없음,서울 마포구 어울마당로5길 17 1층,"[('월', {'open_time': '17:00 - 03:00', 'last_order_time': '정보 없음'}), ('화', {'open_time': '17:00 - 03:00', 'last_order_time': '정보 없음'}), ('수', {'open_time': '17:00 - 03:00', 'last_order_time': '정보 없음'}), ('목', {'open_time': '17:00 - 03:00', 'last_order_time': '정보 없음'}), ('금', {'open_time': '17:00 - 05:00', 'last_order_time': '정보 없음'}), ('토', {'open_time': '17:00 - 05:00', 'last_order_time': '정보 없음'}), ('일', {'open_time': '17:00 - 03:00', 'last_order_time': '정보 없음'})]",0507-1361-4011
철판집,요리주점,정보 없음,서울 마포구 독막로3길 24-11 1층 철판집,"[('월', {'open_time': '17:00 - 01:30', 'last_order_time': '00:30'}), ('화', {'open_time': '17:00 - 01:30', 'last_order_time': '00:30'}), ('수', {'open_time': '17:00 - 01:30', 'last_order_time': '00:30'}), ('목', {'open_time': '17:00 - 01:30', 'last_order_time': '00:30'}), ('금', {'open_time': '17:00 - 02:30', 'last_order_time': '01:30'}), ('토', {'open_time': '17:00 - 02:30', 'last_order_time': '01:30'}), ('일', {'open_time': '17:00 - 01:30', 'last_order_time': '00:30'})]",0507-1483-9233
아톰술집,이자카야,정보 없음,서울 마포구 와우산로18길 6 2층 아톰술집,"[('월', {'open_time': '17:00 - 05:00', 'last_order_time': '04:15'}), ('화', {'open_time': '17:00 - 05:00', 'last_order_time': '04:15'}), ('수', {'open_time': '17:00 - 05:00', 'last_order_time': '04:15'}), ('목', {'open_time': '17:00 - 05:00', 'last_order_time': '04:15'}), ('금', {'open_time': '17:00 - 05:00', 'last_order_time': '04:15'}), ('토', {'open_time': '17:00 - 05:00', 'last_order_time': '04:15'}), ('일', {'open_time': '17:00 - 05:00', 'last_order_time': '04:15'})]",0507-1466-1718
이목,요리주점,4.9,서울 마포구 독막로3길 17 2층,"[('월', {'open_time': '11:30 - 24:00', 'last_order_time': '14:30 - 17:00 브레이크타임'}), ('화', {'open_time': '11:30 - 24:00', 'last_order_time': '14:30 - 17:00 브레이크타임'}), ('수', {'open_time': '11:30 - 24:00', 'last_order_time': '14:30 - 17:00 브레이크타임'}), ('목', {'open_time': '11:30 - 24:00', 'last_order_time': '14:30 - 17:00 브레이크타임'}), ('금', {'open_time': '11:30 - 01:00', 'last_order_time': '00:00'}), ('토', {'open_time': '16:00 - 01:00', 'last_order_time': '00:00'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",02-6404-0101
